title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,source,link,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29
Italian Meringue Macarons Recipe,Eric Ngo,Cookie Recipes,5,23,NA,"Prep Time
15
minutes","Cook Time
20
minutes",NA,Total time: 35 minutes,"servings
60
Macarons",15,"To prepare the macaron filling, first put the chopped chocolate and unsalted butter together in a bowl.
Then, heat the heavy whipping cream to a boil, and pour it into the bowl with the chocolate and butter. Mix together until smooth, and store for 1 hour in the refrigerator, or until the ganache reaches a firm texture.
To prepare the macaron shells, in a large bowl, combine the almond powder, powdered sugar, cacao powder, and 2 1/2 egg whites. Mix with a stiff wooden spatula until almond paste is formed. Then, set aside.
Using a stand mixer, add 2 1/2 egg whites to a bowl, and mix on medium speed with the whisk attachment until the egg whites look fluffy and have doubled in volume.
Heat the sugar and water in a saucepan on medium heat until the mixture is 244 F.
Once the temperature is reached, pour the sugar syrup into the fluffy egg whites all at once (while stand mixer is on medium speed), then put the stand mixer on high speed for 5 minutes, or until stand mixer bowl is no longer hot.
Combine the meringue and almond paste by dividing the meringue into 3 separate parts and adding 1/3 at a time. Make sure the first 1/3 of meringue is well incorporated into the almond paste before adding the second 1/3 of meringue. For the final 1/3 of the meringue, use a rubber spatula, and fold it into the almond paste.
Fill a piping bag with a round tip with the macaron batter.
Preheat oven to 320 F.
Pipe the macarons on a silicon mat, making sure they are 1 inch apart.
Once the macarons are pipped, lightly tap the baking tray on the counter to get rid of air bubbles.
Bake at 320 F for 12 to 15 minutes, depending on the size of the macarons.
Once baked, allow the macarons to cool for 10 minute before scrapping them off the silicone mat.
Pair up macarons, and fill with ganache using piping bag with round tip.
Store in refrigerator for 6 hours minimum before eating.",9,1 ¼ cups chopped dark chocolate,1/4 cup unsalted butter,1 cup heavy whipping cream,2 cups almond powder,1 ¾ cups powdered sugar,2 tablespoons cacao powder,5 egg whites,1 cup white sugar,1/4 cup water,NA,NA,NA,Tasting Table,https://www.tastingtable.com/648748/italian-meringue-macarons-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Extra-Large Chocolate Chip Cookies,NA,Cookie Recipes,5,62,NA,"Prep Time
15
minutes","Cook Time
30
minutes",NA,Total time: 45 minutes,"servings
5
cookies",5,"In a medium bowl, sift together both flours, the baking soda, baking powder and salt, and set aside.
In the bowl of a stand mixer fitted with the paddle attachment, cream the butter and both sugars until creamy and pale yellow, about 5 minutes. Add the eggs one at a time, mixing well after each addition. Stir in the vanilla. Reduce the speed to low, then add the dry ingredients and mix until just combined, 5 to 10 seconds.
Remove the cookie dough from the mixer and fold in the chocolate discs, being careful not to break them. Cover the dough with plastic wrap, pressing against the dough, and refrigerate overnight. Makes 7 ½ cups. Make ahead: The dough can be frozen for up to 1 month.
Preheat the oven to 350 F. Line two rimmed baking sheets with parchment paper and set aside.
Scoop 5 mounds, each the size of a generous golf ball, about 3 ½ ounces, onto the prepared baking sheet. Sprinkle lightly with flaky sea salt and bake until the edges are golden brown and the center is still soft, rotating the trays halfway through baking, 16 to 18 minutes. Remove from the oven and let sit for a few minutes to cool before transferring to a wire rack to cool further. Repeat with the remaining dough and serve.",12,"2 cups, minus 2 tablespoons, (8½ ounces) cake flour",1⅔ cups (8½ ounces) bread flour,1¼ teaspoons baking soda,1½ teaspoons baking powder,1½ teaspoons coarse salt,"1¼ cups (2½ sticks) unsalted butter, at room temperature",1¼ cups (10 ounces) light brown sugar,"1 cup, plus 2 tablespoons, (8 ounces) granulated sugar",2 large eggs,2 teaspoons natural vanilla extract,"4 cups (1¼ pounds) bittersweet chocolate discs or fèves, at least 60 percent cacao content","Flaky sea salt, to finish",Tasting Table,https://www.tastingtable.com/687026/jacques-torres-recipe-big-chocolate-chip-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Oreo Balls Recipe,Susan Olayinka,Candy and Treat Recipes,5,24,NA,"Prep Time
8
minutes","Cook Time
2
minutes",NA,Total time: 10 minutes,"servings
10
Servings",7,"Place the Oreos into a high-speed blender, and process for 10 seconds, until they turn into a sand-like texture.
Pour the Oreo cookie powder and almond butter into a large mixing bowl. Mix together until a dough is formed.
Using your hands, form balls, and place them onto a parchment-lined baking tray that fits in the fridge.
Place the tray in the refrigerator for 2 hours.
After 2 hours, remove the tray from the refrigerator.
Melt the milk chocolate.
Spoon the melted chocolate over the Oreo balls, and top with sprinkles.",4,42 Oreos,1 cup almond butter,"5 ounces milk chocolate, melted",sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/672960/easy-oreo-balls-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Classic Snowball Cookies Recipe,Kate Shungu,Cookie Recipes,5,166,NA,"Prep Time
10
minutes","Cook Time
15
minutes",NA,Total time: 25 minutes,"servings
24
Cookies",11,"Preheat the oven to 350 F.
Place the butter into the bowl of a stand mixer, and beat on high until creamy.
Add ½ cup of powdered sugar in the bowl of a stand mixer. Start the mixer gently, then increase the speed to medium. Beat the butter and sugar for 2 to 3 minutes, or until the mixture is light and fluffy.
Add the vanilla extract and salt. Mix to combine.
Add 1/2 of the flour, mix to combine, and then add the rest of the flour. Mix just until combined.
Add the pecans, and mix again.
Roll the cookie dough into 24 (1-inch balls), then place them 1 inch apart on a baking sheet.
Bake for 15 to 17 minutes, or until the cookies are golden brown on the bottom.
While the cookies are baking, place the remaining 1 cup of powdered sugar into a medium-sized bowl.
Remove the cookies from the oven. While they are still warm, roll each cookie in the powdered sugar, and set them aside to cool. Roll the cookies in any remaining powdered sugar to form a second coat.
Serve the cookies while warm or at room temperature.",6,"1 cup unsalted butter, softened","1 ½ cups powdered sugar, divided",1 tablespoon vanilla extract,½ teaspoon salt,2 cups all-purpose flour,1 cup finely chopped pecans,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/679861/classic-snowball-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Christmas Shortbread Cookies Recipe,Kate Shungu,Cookie Recipes,5,96,NA,"Prep Time
10
minutes","Cook Time
30
minutes",NA,Total time: 40 minutes,"servings
16
Squares",8,"Preheat oven to 325 F.
In the bowl of a stand mixer, combine the butter and sugar. Beat on high until light and fluffy, about 2 to 3 minutes.
Stir in the almond extract and salt.
Add 1/2 of the flour, and mix until just combined.
Add the remaining flour and sprinkles, and mix until the dough just holds together.
Pat the dough into a 9x9-inch pan. Prick the dough with a fork all over, making a pattern, if you'd like.
Bake for 30 to 35 minutes, or until golden brown on the edges.
Cool completely, then remove from the pan, and cut into squares.",6,"1 cup unsalted butter, softened",⅔ cup granulated sugar,½ teaspoon almond extract,½ teaspoon salt,2 cups all-purpose flour,¼ cup Christmas sprinkles,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/706494/easy-christmas-shortbread-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reindeer Sugar Cookies Recipe,Autumn LeAnn,Cookie Recipes,4.9,27,NA,"Prep Time
35
minutes","Cook Time
15
minutes",NA,Total time: 50 minutes,"servings
24
Cookies",16,"Preheat oven to 325 F.
Add the butter, sugar, vanilla, and salt to a bowl, and cream together until fluffy.
Crack 1 egg at a time into the mixture, and combine until smooth.
Pour in the cornstarch, and mix until combined.
Add the 3 1/2 cups of flour 1 cup at a time, mixing between additions, and mixing until all of the flour has been incorporated.
Lightly dust a clean work surface with flour. Then, dump your cookie dough onto it, and work the dough into a rectangle shape.
Once you've achieved a rough rectangle, sprinkle a bit more flour on top of the cookie dough, and begin rolling it out with a rolling pin.
When dough is rolled about ⅙-inch thick, begin cutting out your reindeer cookies with cookie cutter, and place them onto the cookie sheet.
Bake in the preheated oven for 7 minutes, then turn the pan, and bake for another 7 minutes.
Remove the cookies from the oven, and let cool completely on the baking sheet.
While the cookies are cooling, combine the powdered sugar, cocoa powder, and meringue powder in a bowl. Add 1 tablespoon of water at a time to the mixture, and combine until a smooth frosting forms.
Once the cookies have cooled, dip the top side of each cookie into the chocolate icing, and let the excess drip off before setting aside to harden. Repeat until all cookies are iced.
Let the icing set.
Then, melt the white chocolate chips, and transfer to a piping bag (or a small Ziploc bag).
Cut the tip off of your piping bag, and pipe some antlers onto your reindeer cookies.
Let the cookies rest, and wait until the white chocolate completely hardens before stacking.",15,For the cookies,1 cup (8 ounces) butter,1 cup sugar,½ tablespoon vanilla extract,½ teaspoon salt,2 eggs,⅔ cup cornstarch,3 1/2 cups all-purpose flour + more for dusting,For the icing,2 cups powdered sugar,¼ cup cocoa powder,¼ teaspoon meringue powder,Tasting Table,https://www.tastingtable.com/707592/reindeer-sugar-cookies-recipe/,6 to 7 tablespoons water,For decorating,"¼ cup white chocolate chips, melted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Gooey Butter Cookies Recipe,Hayley MacLean,Cookie Recipes,5,819,NA,"Prep Time
10
minutes","Cook Time
11
minutes",NA,Total time: 21 minutes,"servings
32
cookies",6,"In a large bowl, cream together the butter, cream cheese, lemon zest, and lemon juice. Add the sugar and mix until creamy. Add the eggs, lemon extract, and vanilla extract, and mix until light and fluffy.
In a separate bowl, combine the flour, ½ cup of powdered sugar, baking powder, and salt. Gradually add the dry ingredients to the wet ingredients and mix until just combined.
Cover the bowl with plastic wrap and refrigerate for 30 minutes.
Once the dough is chilled, preheat the oven to 350 F. Line a baking sheet with parchment paper.
Scoop 2 tablespoons of cookie dough at a time, forming a ball. Drop each ball into the remaining ½ cup of powdered sugar. Roll the dough ball around in the powdered sugar until it is well coated.
Place the cookie balls on the baking sheet with room to spread, and bake for 11 to 13 minutes. Allow the cookies to cool on a wire rack before serving.",12,"½ cup unsalted butter, room temperature","1 (8-ounce) package cream cheese, room temperature",1 teaspoon fresh lemon zest,1 tablespoon fresh lemon juice,1 ½ cups granulated sugar,"2 eggs, room temperature",1 teaspoon lemon extract,1 teaspoon vanilla extract,2 ½ cups all-purpose flour,"1 cup powdered sugar, divided",3 teaspoons baking powder,½ teaspoon salt,Tasting Table,https://www.tastingtable.com/672074/lemon-gooey-butter-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Old-Fashioned Butter Cookies Recipe,Jessica Morone,Cookie Recipes,5,156,NA,"Prep Time
10
minutes","Cook Time
12
minutes",NA,Total time: 22 minutes,"servings
24
Cookies",8,"In a large bowl, add the softened butter and sugar, and cream them together until the mixture is light and fluffy.
Mix in the egg yolks and vanilla extract until well combined.
Add in the salt, then slowly add the flour while mixing until well incorporated and the dough comes together.
Place the dough into a piping bag, and use a large star tip to pipe out circles of cookie dough onto a nonstick baking sheet. Or, for an easier version, use a cookie scoop to drop cookie dough onto nonstick baking sheets.
Place the baking sheets into the fridge, and chill for at least 30 minutes.
Preheat the oven to 350 F.
Bake the cookies for 12 to 15 minutes until the edges are just golden brown.
Let the cookies cool for 5 minutes, then transfer them to a wire rack to cool completely.",6,"1 cup unsalted butter, softened to room temperature",1/2 cup sugar,2 egg yolks,2 teaspoons vanilla extract,1/4 teaspoon salt,1 ½ cups all-purpose flour,NA,NA,NA,NA,NA,NA,Tasting Table,https://www.tastingtable.com/676717/old-fashioned-butter-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toffee Chocolate Chip Cookies Recipe,Catherine Brookes,Cookie Recipes,5,65,NA,"Prep Time
15
minutes","Cook Time
10
minutes",NA,Total time: 25 minutes,"servings
12
Cookies",9,"Preheat the oven to 350 F and line 2 baking sheets with parchment paper.
Beat the butter with both types of sugar until smooth and creamy, using either a hand mixer on medium speed or a wooden spoon.
Mix the egg and vanilla into the butter and sugar.
Sift the flour together with the baking soda, then mix these into the butter mixture.
Stir in the toffee pieces and chocolate chips until they are dispersed throughout the cookie dough.
Roll small handfuls of the dough into balls.
Place the cookies on the baking sheets, leaving enough space between them to allow for spreading.
Bake the cookies for 10 to 12 minutes.
Leave the cookies on the baking sheets for about 10 minutes before transferring them to a wire rack to cool.",10,"½ cup (1 stick) butter, room temperature",½ cup brown sugar,⅓ cup white sugar,1 large egg,1 teaspoon vanilla extract,2 cups all-purpose flour,¼ teaspoon salt,¼ teaspoon baking soda,½ cup toffee chips,½ cup semisweet chocolate chips,NA,NA,Tasting Table,https://www.tastingtable.com/673487/toffee-chocolate-chip-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Sandwich Cookie Recipe,NA,Cookie Recipes,5,158,NA,"Prep Time
20
minutes","Cook Time
15
minutes",NA,Total time: 35 minutes,"servings
24
Cookies",7,"Make the cookies: Preheat the oven to 350 F and line 2 baking sheets with parchment paper. In a medium bowl, whisk together the flour and cocoa powder until incorporated. In the bowl of a stand mixer fitted with the paddle attachment, cream the butter with the sugar and salt until light and fluffy.
Add the egg white to the bowl and mix until smooth, then add the vanilla and continue mixing. Add the flour mixture and mix until a dough holds together. Transfer to a clean work surface and knead until smooth. Divide the dough in half and form each portion into a disk.
Working with 1 disk at a time, roll each one between 2 sheets of parchment paper to a thickness of ⅛ inch. Transfer both to the freezer and freeze for 1 hour.
Working with 1 sheet at a time, peel back the parchment and using a 2-inch round or fluted cutter, cut out 24 cookies from each sheet and place on the prepared baking sheets.
Bake the cookies, rotating the trays top to bottom and front to back, until firm to the touch, 12 to 14 minutes. Let cool completely.
Meanwhile, make the filling: In the bowl of the stand mixer fitted with the paddle attachment, beat all of the filling ingredients together until light and fluffy, 3 to 4 minutes.
Spread ½ tablespoon of the filling on 1 cookie and sandwich with another. Repeat until you have 2 dozen sandwich cookies. Chill the cookies for 1 hour until the filling is firm, 30 minutes, then serve.",13,For the Cookies,2 ½ cups all-purpose flour,½ cup unsweetened cocoa powder,"1 stick + plus 5 tablespoons unsalted butter, softened",⅔ cup granulated sugar,¾ teaspoon fine sea salt,1 large egg white,1 teaspoon vanilla extract,For the Filling,"6 tablespoons unsalted butter, softened",1¼ cups confectioners' sugar,2 teaspoons vanilla extract,Tasting Table,https://www.tastingtable.com/686552/chocolate-sandwich-cookie-recipe/,¼ teaspoon fine sea salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
