title,author,rating,cuisine,ratingnum,preptime,cooktime,totaltime,servings,numberofsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,source,link,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Chocolate peppermint cookies,Carrie Barnard,4.58,American, 7 ,10 minutes,10 minutes,25 minutes,NA,8,6,▢ 1 Dark Chocolate Cake Mix,▢ 1/2 cup Vegetable Oil,▢ 2 eggs,▢ 1/2 cup Semi-sweet Chocolate Chips,Desserts on a Dime,https://dessertsonadime.com/chocolate-peppermint-cookies-recipe/,▢ 1 tsp Peppermint Extract,▢ 1 cup Crushed Candy Canes or Peppermint Candies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deep Fried Bananas,Carrie Barnard,4.67,American, 12 ,10 minutes,4 minutes,14 minutes,NA,7,7,▢ 4 Overripe Bananas,▢ Vegetable Oil for Frying,▢ 1 1/2 cups Pancake Mix,▢ 1 Egg,Desserts on a Dime,https://dessertsonadime.com/deep-fried-bananas-recipe/,▢ 1 cup Milk,▢ 2 tsp Vegetable Oil plus more for Frying,▢ 1/2 cup Powdered Sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buckeye Brownie Cookies,Carrie Barnard,4.67,American, 9 ,15 minutes,10 minutes,30 minutes,NA,9,8,▢ 1 box Fudge Brownie Mix 19 oz box,▢ 1/4 cup Butter melted and cooled,▢ 4 oz Cream Cheese softened at room temperature,▢ 1 large Egg,Desserts on a Dime,https://dessertsonadime.com/buckeye-brownie-cookies-recipe/,▢ 3/4 cup Powdered Sugar,▢ 3/4 cup Creamy Peanut Butter,▢ 1/2 cup Semi-Sweet Chocolate Chips,▢ 1 tsp Coconut Oil or Vegetable Oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peppermint Kiss Cookies,Carrie Barnard,4.91,American, 11 ,15 minutes,10 minutes,28 minutes,NA,9,10,▢ 1 cup butter softened,▢ 1 cup White Granulated Sugar,▢ 1 tsp Vanilla Extract,▢ 1 egg,Desserts on a Dime,https://dessertsonadime.com/candy-cane-kiss-cookies/,▢ 2 1/2 cups of Flour,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 1/2 cup chopped up Hershey Candy Cane Kisses,▢ 1/4 cup Granulated Sugar,▢ 24-36 unwrapped Hershey Candy Cane Kisses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thanksgiving Sugar Cookies Recipe,Carrie Barnard,5,American, 4 ,20 minutes,10 minutes,35 minutes,NA,13,19,▢ 2 1/2 cups All Purpose Flour,▢ 2 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 1 1/2 cups Sugar,Desserts on a Dime,https://dessertsonadime.com/thanksgiving-sugar-cookies-recipe/,▢ 1 cup Butter softened at room temperature,▢ 1 large Egg,▢ 1 Large Egg Yolk,▢ 1 Tbsp Vanilla Extract,▢ 3/4 cup Unsalted Butter softened at room temperature,▢ 3 cups Powdered Sugar,▢ 1/3 cup Unsweetened Cocoa Powder,▢ 2 Tbsp Milk,▢ 1 tsp Vanilla Extract,▢ Brown Food,▢ 24 Mini Reese’s Peanut Butter Cups,▢ 48 Candy Eyes,▢ 1 bag Candy Corn,▢ 24 Orange Mini M&Ms,▢ 24 Gummy Worms cut in half,NA,NA,NA,NA
Christmas pinwheel cookies,Carrie Barnard,4.73,American, 29 ,20 minutes,15 minutes,35 minutes,NA,17,10,▢ 3 Cups Flour,▢ 2 tsp Baking Powder,▢ 1 tsp Salt,▢ 1 cup Butter Softened,Desserts on a Dime,https://dessertsonadime.com/christmas-pinwheel-cookies-recipe/,▢ 1 cups Granulated Sugar,▢ 1 tsp Vanilla Extract,▢ 2 eggs,▢ Red Food Coloring,▢ Green Food Coloring,▢ Christmas Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Sugar Cookies,Carrie Barnard,4.80,American, 10 ,15 minutes,10 minutes,30 minutes,NA,9,11,▢ 3 cups All Purpose Flour,▢ 1 tsp Baking Soda,▢ 1/2 tsp Baking Powder,▢ 1/4 tsp Salt,Desserts on a Dime,https://dessertsonadime.com/lemon-sugar-cookies-recipe/,▢ 1 cup unsalted butter softened at room temperature,▢ 1 1/2 cups Granulated Sugar,▢ Zest of 2 Large Lemons,▢ 2 Tbsp Fresh Lemon Juice,▢ 1 Large Egg,▢ 1/2 tsp Vanilla Extract,▢ 1/2 cup Granulated Sugar for rolling the cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Old Fashioned Sugar Cookies,Carrie Barnard,4.80,American, 29 ,15 minutes,15 minutes,35 minutes,NA,7,8,▢ 1 cup Butter softened at room temperature,▢ 1 cup Granulated Sugar,▢ 2 Large Eggs at room temperature,▢ 1 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/old-fashioned-sugar-cookies-recipe/,▢ 2 Tbsp Milk,▢ 3 cups All Purpose Flour,▢ 2 tsp Baking Powder,▢ 1/2 tsp Salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grinch cookies,Carrie Barnard,4.83,American, 17 ,10 minutes,10 minutes,25 minutes,NA,8,5,▢ 1 white cake mix,▢ 2 eggs,▢ 1/3 cup oil,▢ Green Gel Food Coloring,Desserts on a Dime,https://dessertsonadime.com/easy-grinch-cookies-recipe/,▢ Christmas M&M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Pie Cookies,Carrie Barnard,5,American, 3 ,25 minutes,20 minutes,55 minutes,NA,6,8,"▢ 1 pkg Refrigerated Pie Crust 2 crust in the package, defrosted",▢ 1 cup Pure Pumpkin,▢ 1/4 cup Brown Sugar,▢ 2 Tbsp Honey,Desserts on a Dime,https://dessertsonadime.com/pumpkin-pie-cookies-recipe/,▢ 1/2 tsp Cinnamon,▢ 1/2 tsp Pumpkin Pie Spice,▢ 1 Egg Beaten,▢ 1/4 cup Brown Sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halloween Chocolate Covered Oreos,Carrie Barnard,5,American, 3 ,15 minutes,NA,15 minutes,NA,6,7,▢ 1 pkg Oreos 14 oz.,▢ 1 White candy melts 6 oz.,▢ 1 Black candy melts 6 oz.,▢ 1 Orange candy melts 6 oz.,Desserts on a Dime,https://dessertsonadime.com/halloween-chocolate-covered-oreos-recipe/,▢ 1 Purple Candy Melts 6 oz,▢ Halloween Sprinkles,▢ Candy Eyes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watermelon Cookies,Carrie Barnard,4.86,American, 7 ,45 minutes,10 minutes,55 minutes,NA,10,10,▢ 3 Cups Flour,▢ 2 tsp Baking Powder,▢ 1 tsp Salt,▢ 1 cup Butter Softened,Desserts on a Dime,https://dessertsonadime.com/watermelon-cookies-recipe/,▢ 1 cup Granulated Sugar,▢ 1 tsp Vanilla Extract,▢ 2 eggs,▢ Red or Pink Food Coloring,▢ Green Food Coloring,▢ 1/3 cup Mini Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Cheesecake Cookies,Carrie Barnard,4.64,American, 57 ,40 minutes,10 minutes,NA,NA,8,6,▢ 4 oz Cream Cheese softened at room temperature,▢ 1/2 cup Salted Butter softened at room temperature,▢ 3/4 cup Granulated Sugar,▢ 1 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/oreo-cheesecake-cookies-recipe/,▢ 1 cup All Purpose Flour,▢ 15 Oreo Cookies coarsely chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halloween Spider Cookies,Carrie Barnard,4.75,American, 8 ,20 minutes,10 minutes,35 minutes,NA,13,14,▢ 2 1/2 cup All-Purpose Flour,▢ 1 1/4 cup sugar,▢ 1 cup brown sugar,▢ 1 cup butter softened,Desserts on a Dime,https://dessertsonadime.com/halloween-spider-cookies/,▢ 1 cup Peanut Butter,▢ 1 tsp baking powder,▢ 1 tsp baking soda,▢ 1 tsp cornstarch,▢ 1 tsp salt,▢ 1 tsp Vanilla Extract,▢ 2 Eggs,▢ 36 Reese’s Miniature Peanut Butter Cups chilled,▢ Candy Eyes,▢ 10 Ounce Chocolate Melting Wafers,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Sugar Cookie Bars,Carrie Barnard,4.87,American, 15 ,10 minutes,10 minutes,20 minutes,NA,7,12,▢ 3/4 cup Unsalted Butter softened,▢ 1 cup Granulated Sugar,▢ 1 large Egg,▢ 2 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/christmas-sugar-cookie-bars-recipe/,▢ 2 1/4 cup All Purpose Flour,▢ 1 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 3/4 cup Unsalted Butter softened,▢ 2 1/4 cup Powdered Sugar,▢ 2 Tbsp Milk,▢ 1 tsp Vanilla Extract,▢ Christmas Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Chocolate Chip Cookies Recipe,Carrie Barnard,4.65,American, 77 ,15 minutes,10 minutes,27 minutes,NA,5,13,▢ 1 cup pumpkin canned,▢ 1 cup white sugar,▢ 1/2 cup vegetable oil can sub with canola oil,▢ 1 egg,Desserts on a Dime,https://dessertsonadime.com/pumpkin-chocolate-chip-cookies-recipe/,▢ 1 tbsp vanilla,▢ 2 cups flour,▢ 2 tsp baking powder,▢ 1 tsp cinnamon,▢ 1/2 teaspoon pumpkin spice add an extra ½ teaspoon if you like spice,▢ 1/2 tsp salt,▢ 1 tsp baking soda,▢ 1 tsp milk,▢ 2 cups chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Dipped Sugar Cookies,Carrie Barnard,4.89,American, 9 ,15 minutes,15 minutes,35 minutes,NA,11,10,▢ 1 cup Butter softened at room temperature,▢ 1 cup Granulated Sugar,▢ 2 Large Eggs at room temperature,▢ 1 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/chocolate-dipped-sugar-cookies-recipe/,▢ 2 Tbsp Milk,▢ 3 cups All Purpose Flour,▢ 2 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 8 oz. Chocolate Melting Wafers,▢ Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Witch hat cookies,Carrie Barnard,5,American, 7 ,15 minutes,NA,15 minutes,NA,6,4,▢ 24 Fudge Stripe Cookies,▢ 24 Chocolate Kisses Unwrapped,▢ 24 Pieces Candy Corn,▢ 4 oz Green Decorating Icing,Desserts on a Dime,https://dessertsonadime.com/witches-hat-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gingerbread Kiss Cookies,Carrie Barnard,5,American, 6 ,10 minutes,10 minutes,20 minutes,NA,9,13,▢ 3/4 cup Unsalted Butter softened at room temperature,▢ 1/2 cup Granulated Sugar plus a little more for rolling the cookies in,▢ 1/2 cup Brown Sugar,▢ 1 tsp Vanilla,Desserts on a Dime,https://dessertsonadime.com/gingerbread-kiss-cookies-recipe/,▢ 1 Egg,▢ 3 cups All Purpose Flour,▢ 1 tsp Ground Ginger,▢ 1 tsp Cinnamon,▢ 1/2 tsp All Spice,▢ 1/2 cup Molasses,▢ 1 tsp baking Soda,▢ 1/2 tsp Salt,"▢ 24 Striped Hershey Kisses Hugs, unwrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter and Jelly Cookies,Carrie Barnard,4.80,American, 5 ,10 minutes,10 minutes,25 minutes,NA,8,12,▢ 1/2 cup Butter softened,▢ 1/2 cup Sugar,▢ 1/2 cup Brown Sugar,▢ 1 cup Creamy Peanut Butter,Desserts on a Dime,https://dessertsonadime.com/peanut-butter-jelly-cookies-recipe/,▢ 1 Large Egg,▢ 1 tsp Vanilla Extract,▢ 1 1/2 cup All Purpose Flour,▢ 1 tsp Baking Soda,▢ 1/4 tsp Salt,▢ 1/2 cup Strawberry Jam,▢ 2 cups Powdered Sugar,▢ 1 Tbsp Milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brownie Cookies Recipe,Carrie Barnard,4.84,American, 6 ,15 minutes,10 minutes,30 minutes,NA,10,11,▢ 3/4 cup All Purpose Flour,▢ 1/2 cup Unsweetened Cocoa Powder,▢ 8 oz Semi-Sweet Chocolate coarsely chopped,▢ 1/2 cup Butter softened at room temperature,Desserts on a Dime,https://dessertsonadime.com/brownie-cookies-recipe/,▢ 2 Large Eggs room temperature,▢ 1 cup Granulated Sugar,▢ 1/4 cup Brown Sugar,▢ 2 tsp Vanilla Extract,▢ 1/2 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 1/2 cup Semi Sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Kiss Cookies Recipe,Carrie Barnard,5,American, 3 ,15 minutes,10 minutes,25 minutes,NA,10,11,▢ 3/4 cup Unsalted Butter softened at room temperature,▢ 1/2 cup Granulated Sugar plus a little more for rolling the cookies in,▢ 1/2 cup Brown Sugar,▢ 1 tsp Vanilla,Desserts on a Dime,https://dessertsonadime.com/chocolate-kiss-cookies-recipe/,▢ 1 Egg,▢ 2 cups All Purpose Flour,▢ 1/4 cup Unsweetened Cocoa Powder,▢ 1/4 cup semi sweet baking chocolate melted,▢ 1 1/2 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 24 Milk Chocolate Hershey Kisses unwrapped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coconut Chocolate Chip Cookies,Carrie Barnard,4.75,American, 4 ,10 minutes,11 minutes,21 minutes,NA,8,9,▢ ½ cup salted butter room temp,▢ 1 ½ cups granulated sugar,▢ 2 large eggs,▢ 1 tsp vanilla extract,Desserts on a Dime,https://dessertsonadime.com/coconut-chocolate-chip-cookies-recipe/,▢ 1 tsp baking soda,▢ ½ tsp baking powder,▢ 2 ½ cups white flour,▢ 1 cup shredded coconut,▢ 1 ¼ cup semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Tea Cakes,Carrie Barnard,4.84,Russian, 6 ,10 minutes,10 minutes,20 minutes,NA,9,6,▢ 2 cups All Purpose Flour,▢ 1 cup Unsalted Butter softened at room temperature,▢ 3/4 cup Chopped Nuts – Either walnuts or pecans work great,▢ 1 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/russian-tea-cakes/,▢ 1/4 tsp Salt,▢ 1 1/2 cup Powdered Sugar divided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S’mores Cookie Cups,Carrie Barnard,5,American, 3 ,10 minutes,5 minutes,30 minutes,NA,7,5,▢ 1 cup finely crush graham cracker crumbs about 7 whole graham crackers,▢ 1/4 cup powdered sugar,▢ 6 tablespoons butter melted,▢ 1 bag mini marshmallows,Desserts on a Dime,https://dessertsonadime.com/smores-cookie-cups/,▢ 2 full size Hershey’s Chocolate Bars unwrapped and divided into 24 pieces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Cake Mix Cookies,Carrie Barnard,5,American, 11 ,10 minutes,10 minutes,20 minutes,NA,6,4,▢ 1 chocolate cake mix,▢ 1/2 cup oil,▢ 2 eggs,▢ 1/2 cup chocolate chips,Desserts on a Dime,https://dessertsonadime.com/double-chocolate-cake-mix-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italian Easter Cookies,Carrie Barnard,4.94,American, 29 ,15 minutes,15 minutes,35 minutes,NA,11,13,▢ 2 1/2 cup All Purpose Flour,▢ 1/2 cup Butter softened,▢ 1/2 cup Granulated Sugar,▢ 3 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/italian-easter-cookies-recipe/,▢ 2 tsp Vanilla Extract,▢ Zest of 1 Lemon,▢ 1 Tbsp Baking Powder,▢ 1/4 cup Milk,▢ 1/4 tsp Salt,▢ 2 cups Powdered Sugar shifted,▢ 2 Tbsp Lemon Juice fresh,▢ 1 Tbsp Milk,▢ Multi-Color Pastel Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easter Bunny Cookies,Carrie Barnard,5,American, 4 ,NA,10 minutes,20 minutes,NA,22,13,▢ Cookie Ingredients:,▢ 5 cups flour,▢ 2 tsp baking powder,▢ 1 tsp salt,Desserts on a Dime,https://dessertsonadime.com/easter-bunny-cookies-recipe/,▢ 1 ½ cup unsalted butter softened at room temperature,▢ 2 cups granulated sugar,▢ 4 Eggs,▢ 2 tsp Vanilla Extract,▢ Icing Ingredients:,▢ 2 egg whites,▢ 1 cup powdered sugar,▢ ½ tsp cream of tartar,▢ Gel Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Patrick’s Day Chocolate Covered Oreos,Carrie Barnard,5,American, 4 ,15 minutes,NA,15 minutes,NA,6,4,▢ 1 package Oreos 14 oz,▢ 1 White Candy Melts 6 oz,▢ 1 Green Candy Melts 6 oz,▢ Sprinkles,Desserts on a Dime,https://dessertsonadime.com/st-patricks-day-chocolate-covered-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m&m Cookies,Carrie Barnard,4.78,American, 9 ,10 minutes,10 minutes,20 minutes,NA,13,11,▢ 2 ¼ cups all-purpose flour,▢ 1 teaspoon salt,▢ 1 teaspoon baking soda,"▢ 1 cup 2 sticks unsalted butter, softened",Desserts on a Dime,https://dessertsonadime.com/mm-cookies-recipe/,▢ 1 box 3.4 oz instant vanilla pudding,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 2 eggs room temperature,▢ 1 ½ cups or 1 package 12 oz plain chocolate candies plus more for adding to the top before baking if desired,▢ 1 cup chocolate chips semi sweet or milk chocolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cake Mix Cookies,Carrie Barnard,4.71,American, 41 ,10 minutes,8 minutes,18 minutes,NA,6,4,▢ 1 box cake mix,▢ 2 large eggs,▢ 1/3 cup vegetable oil,"▢ 1 cup Add-ins (chocolate chips, M&Ms or sprinkles)",Desserts on a Dime,https://dessertsonadime.com/how-to-make-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keto Peanut Butter Cookies,Carrie Barnard,5,American, 5 ,5 minutes,10 minutes,25 minutes,NA,6,4,▢ 1 cup Peanut Butter,▢ 1 cup Swerve Granulated Sugar,▢ 1 tsp vanilla extract,▢ 1 egg,Desserts on a Dime,https://dessertsonadime.com/keto-peanut-butter-cookie/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Oatmeal Cookies,Carrie Barnard,4.70,American, 13 ,5 minutes,12 minutes,17 minutes,NA,6,3,▢ 2 large ripe bananas,▢ 1 cup rolled oats,▢ 1/3 cup chocolate chips,NA,Desserts on a Dime,https://dessertsonadime.com/3-ingredient-oatmeal-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italian Cookies Recipe,Carrie Barnard,4.58,Italian, 7 ,30 minutes,9 minutes,39 minutes,NA,5,13,▢ Cookies:,▢ 2 eggs,▢ 6 Tbsp softened butter,▢ 1/2 cup sugar,Desserts on a Dime,https://dessertsonadime.com/italian-cookies-recipe/,▢ 1 tsp almond extract or vanilla extract,▢ 2 cups flour,▢ 2 tsp baking powder,▢ 1/4 teaspoon salt,▢ Glaze:,▢ 2 cups powdered sugar,▢ 1 tsp almond extract or vanilla extract,▢ 3-4 Tbsp cream or milk warmed,▢ Colorful sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Cake Mix Cookies,Carrie Barnard,4.60,American, 57 ,10 minutes,10 minutes,20 minutes,NA,6,4,▢ 1 Strawberry cake mix,▢ 2 eggs,▢ 1/3 cup oil,▢ 1 cup powdered sugar optional,Desserts on a Dime,https://dessertsonadime.com/strawberry-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valentine’s Day Sugar Cookies,Carrie Barnard,5,American, 3 ,30 minutes,10 minutes,50 minutes,NA,22,12,▢ Cookie Ingredients:,▢ 5 C flour,▢ 2 tsp baking powder,▢ 1 tsp salt,Desserts on a Dime,https://dessertsonadime.com/valentines-day-sugar-cookies-recipe/,▢ 1 1/2 cup unsalted butter softened at room temperature,▢ 2 cups granulated sugar,▢ 4 eggs,▢ Icing Ingredients:,▢ 2 egg whites,▢ 1 cup powdered sugar,▢ 1/2 tsp cream of tartar,▢ Gel Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookie Cake Recipe,Carrie Barnard,4.58,American, 7 ,15 minutes,30 minutes,45 minutes,NA,10,8,▢ ½ cup butter softened,▢ 1 cup packed brown sugar,▢ 3 eggs,▢ 1 tsp vanilla,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-cookie-cake-recipe/,▢ 2 3/4 cups all purpose flour,▢ 2 1/2 tsp baking powder,▢ 1/2 tsp salt,▢ 11.5 oz package chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valentine’s Day Chocolate Covered Oreos,Carrie Barnard,5,American, 3 ,15 minutes,NA,15 minutes,NA,5,3,▢ 1 pkg Oreos (14 oz.),▢ 16 oz. White candy melts,"▢ Red, Pink and White Sprinkles (Valentine's Day Sprinkles)",NA,Desserts on a Dime,https://dessertsonadime.com/valentines-day-chocolate-covered-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Chocolate Covered Oreos,Carrie Barnard,4.75,American, 4 ,15 minutes,0 minutes,15 minutes,NA,6,5,▢ 1 pkg Oreos (14 oz.),▢ 1 White candy melts (6 oz.),▢ 1 Red candy melts (6 oz.),▢ 1 Green candy melts (6 oz.),Desserts on a Dime,https://dessertsonadime.com/christmas-chocolate-covered-oreos/,▢ Christmas Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snowman Cookies,Carrie Barnard,5,American, 5 ,5 minutes,10 minutes,15 minutes,NA,5,5,▢ Refrigerated Sugar Cookie Dough,▢ Red Gel Icing,▢ Chocolate Chips,▢ Mini Chocolate Chips,Desserts on a Dime,https://dessertsonadime.com/easy-snowman-cookies-recipe-snowman-sugar-cookies/,▢ Red and Green M&M’s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yellow Cake Mix Cookies,Carrie Barnard,4.25,American, 58 ,10 minutes,10 minutes,20 minutes,NA,6,4,▢ 1 yellow cake mix,▢ 2 eggs,▢ 1/3 cup oil,▢ 1/4 cup of multi-colored sprinkles,Desserts on a Dime,https://dessertsonadime.com/yellow-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
