title,author,recipesubmitter,tester,rating,ratingnum,description,category,times1,timesyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25
Jeweled Cookies,By Taste Of Home Editorial Team,"Recipe by Ruth Ann Stelfox, Raymond, Alberta",Tested by Taste of Home Test Kitchen,4,3,"Candied fruits give a stained-glass look to these cookies that taste like shortbread. —Ruth Ann Stelfox, Raymond, Alberta",Cookies,Total Time:Prep: 15 min. + freezing Bake: 10 min./batch,"Yield:12-14 dozen
Prep:15 min
Cook:10 min",2,"In a bowl, cream butter and sugar. Add eggs, one at a time, beating well after each. Combine flour and baking soda; add to creamed mixture. Stir in raisins, nuts, cherries and pineapple; mix well. Shape into 2-in. rolls; wrap in waxed paper or foil. Freeze at least 2 hours. 
   Cut into 1/4-in. slices; place on greased baking sheets. Bake at 350° for 8-10 minutes or until lightly browned. Cool on wire racks.",9,"1 pound butter, softened",2-1/2 cups sugar,3 eggs,5 cups all-purpose flour,1 teaspoon baking soda,1-1/2 cups raisins,1 cup coarsely chopped walnuts,1/2 cup each chopped red and green candied cherries,1/2 cup chopped candied pineapple,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/jeweled-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosette Cookies,By Nancy Mock,"Recipe by Iola Egle, Bella Vista, Arkansas",Tested by Taste of Home Test Kitchen,4.3,9,"Rosette cookies are a favorite Scandinavian dessert. With the help of an easy-to-find special tool, you can make these sweet, delicately shaped treats at home.",Dishes & Beverages,Total Time:Prep: 20 min. Cook: 30 min.,"Yield:about 4 dozen
Prep:20 min
Cook:30 min",4,"In a small bowl, beat eggs and sugar; stir in milk and vanilla. Combine flour and salt; gradually add to batter until smooth.
   Heat 2-1/2 in. of oil to 375° in a deep-fat fryer or electric skillet. Place rosette iron in hot oil, then dip in batter, three-fourths up the sides of iron (do not let batter run over top of iron). Immediately place in hot oil; loosen rosette with fork and remove iron. 
   Fry rosettes, a few at a time, until golden brown, 1-2 minutes on each side. Remove to paper towel-lined wire racks. Repeat with remaining batter.  
   For icing, combine the confectioners' sugar, vanilla and enough water to achieve a dipping consistency. Dip edges of rosettes into icing; let dry on wire racks.",11,"2 large eggs, room temperature",2 teaspoons sugar,1 cup 2% milk,3 teaspoons vanilla extract,1-1/4 cups all-purpose flour,1/4 teaspoon salt,Oil for deep-fat frying,icing:,2 cups confectioners' sugar,1 teaspoon vanilla extract,1 to 3 tablespoons water,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/rosettes/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harveys Coconut Macaroons,By Taste Of Home Editorial Team,"Recipe by Norbert Koblitz, Lake Tahoe, Nevada",Tested by Taste of Home Test Kitchen,4,1,"As the executive chef at Harveys, a resort hotel in Lake Tahoe, I modified this classic recipe, which originated a century ago at a renowned pastry shop in Vienna, Austria. —Norbert Koblitz, Lake Tahoe, Nevada",Dishes & Beverages,Total Time:Prep: 15 min. Bake: 15 min./batch + cooling,"Yield:about 4 dozen
Prep:15 min
Cook:15 min",2,"Preheat oven to 350°. In a food processor or blender, process coconut until finely chopped; set aside. Beat almond paste until crumbled. Gradually add flour, sugar and coconut; mix well. Add eggs, one at a time, beating well after each addition; beat until smooth. Stir in nuts.
   Cut a small hole in the tip of a pastry bag; insert a large star tip. Transfer dough to bag. Pipe 1-in.-diameter cookies 2 in. apart onto parchment-lined baking sheets. Top with cherries. Bake until golden brown, 15-20 minutes. Cool 5 minutes before removing to wire racks.",7,1 cup sweetened shredded coconut,3-1/2 cups almond paste,1 cup all-purpose flour,2/3 cup sugar,5 large eggs,1/2 cup chopped walnuts,"Red candied cherries, halved",NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/harveys-coconut-macaroons/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Gingerbread Cookies,By Lauren Paige Richeson,"Recipe by Bernice Smith, Sturgeon Lake, Minnesota",Tested by Taste of Home Test Kitchen,4.7,13,"These chewy gingerbread cookies are packed with warm spices and rich molasses, delivering a perfect balance of soft and chewy texture. Ideal for holiday gatherings or a cozy treat anytime, they're sure to become a family favorite.",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:about 4 dozen
Prep:15 min
Cook:10 min",3,"Preheat oven to 375°. In a large bowl, cream shortening and 1 cup sugar until light and fluffy, 5-7 minutes. Beat in the egg, molasses and vanilla. Combine dry ingredients; add to creamed mixture and mix well. 
   Roll into 1-in. balls; roll in remaining 1/4 cup sugar. Place dough balls 1-1/2 in. apart on ungreased baking sheets. 
   Bake until lightly browned, about 10 minutes. Remove to wire racks. Store in an airtight container.",11,3/4 cup shortening,"1-1/4 cups sugar, divided","1 large egg, room temperature",1/4 cup molasses,1 teaspoon vanilla extract,2 cups all-purpose flour,1 teaspoon ground cinnamon,1 teaspoon ground ginger,1 teaspoon baking soda,1/2 teaspoon salt,1/2 teaspoon ground cloves,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/chewy-ginger-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugarless Heart Cookies,By Taste Of Home Editorial Team,Recipe by Becky Jones,Tested by Taste of Home Test Kitchen,2.3,3,"These melt-in-your-mouth cookies are a wonderful treat, even for those not watching their sugar intake. It's fun to try various flavors of gelatin.—Becky Jones, Akron, Ohio",Cookies,Total Time:Prep: 15 min. + chilling Bake: 10 min./batch,"Yield:about 3 dozen
Prep:15 min
Cook:10 min",2,"In a small bowl, cream butter and gelatin until light and fluffy. Beat in egg substitute and vanilla. In another bowl, whisk flour and baking powder; gradually beat into creamed mixture. Shape dough into a disk; wrap in plastic. Refrigerate 1 hour or until firm enough to roll.
   Preheat oven to 400°. On a lightly floured surface, roll dough to 1/4-in. thickness. Cut with a floured 1-3/4-in. heart-shaped cookie cutter. Place 1 in. apart on ungreased baking sheets. Bake 6-8 minutes or until set and bottoms are light brown. Remove from pans to wire racks to cool.",6,"3/4 cup butter, softened",1 package (.3 ounce) sugar-free raspberry gelatin,1/4 cup egg substitute,1 teaspoon vanilla extract,1-3/4 cups all-purpose flour,1/2 teaspoon baking powder,NA,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/sugarless-heart-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Girl Scout Cookies,By Taste Of Home Editorial Team,"Recipe by Girl Scout Council, x",Tested by Taste of Home Test Kitchen,5,2,"To commemorate the 60th anniversary of the first nationwide sale, the Girl Scouts shared the original sugar cookie recipe used when the troops made their own cookies. —Girl Scout Council",Cookies,Total Time:Prep: 15 min. + chilling Bake: 10 min./batch,"Yield:4 dozen (2-1/2-inch cookies)
Prep:15 min
Cook:10 min",3,"In a bowl, cream butter and sugar until light and fluffy, 5-7 minutes. Add eggs, 1 at a time, beating well after each addition. Beat in milk and vanilla. Whisk together flour and baking powder; gradually add to creamed mixture and mix well. Chill at least 2 hours or overnight.  
   Preheat oven to 350°. On a lightly floured surface, roll the dough to 1/4-in. thickness. Cut with trefoil cookie cutter or cutter of your choice. Place cookies on ungreased baking sheets. Sprinkle with decorator's sugar if desired. 
   Bake until lightly browned, 8-10 minutes. Cool on wire racks.",8,"1 cup butter, softened",1 cup sugar,"2 large eggs, room temperature",2 tablespoons milk,1 teaspoon vanilla extract,2-1/2 cups all-purpose flour,2 teaspoons baking powder,"Decorator's sugar, optional",NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/girl-scout-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toasted Coconut Cookies,By Taste Of Home Editorial Team,"Recipe by Cindy Colley, Othello, Washington",Tested by Taste of Home Test Kitchen,5,5,"These cookies have coconuts, walnuts and oats to make them a satisfying snack no matter what time of day. They're a hit with everyone who tries them.—Cindy Colley, Othello, Washington",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:about 5 dozen
Prep:15 min
Cook:10 min",2,"In a bowl, cream butter, shortening and sugars until fluffy. Add eggs and vanilla; beat well. Combine flour, baking powder, baking soda and salt; gradually add to creamed mixture. Fold in oats, coconut and nuts. 
   Drop by tablespoonfuls onto greased baking sheets. Bake at 375° for 10-11 minutes or until golden brown. Cool 2-3 minutes before removing to a wire rack.",13,"1/2 cup butter, softened",1/2 cup shortening,3/4 cup sugar,3/4 cup packed brown sugar,2 eggs,2 teaspoons vanilla extract,2 cups all-purpose flour,1 teaspoon baking powder,1 teaspoon baking soda,3/4 teaspoon salt,1-1/2 cups quick-cooking oats,"1-1/2 cups sweetened shredded coconut, toasted","3/4 cup chopped walnuts, toasted",Taste of Home,https://www.tasteofhome.com/recipes/toasted-coconut-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Cookies,By Taste Of Home Editorial Team,"Recipe by Wendy Masters, Grand Valley, Ontario",Tested by Taste of Home Test Kitchen,5,3,"I use my grandmother's recipe to make these crisp peanutty cookies, which are a hearty between-meal snack...especially when you're traveling. They are my husband's all-time favorites.—Wendy Masters, Grand Valley, Ontario",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:4 dozen
Prep:15 min
Cook:10 min",1,"In a bowl, cream shortening and sugar. Beat in eggs and vanilla until light and fluffy. Combine flour, baking soda and salt; gradually add to the creamed mixture. Fold in peanuts. Drop by teaspoonfuls 2 in. apart onto greased baking sheets. Bake at 350° for 10-12 minutes or until browned and almost set (centers will be soft). Remove to a wire rack to cool.",8,2/3 cup shortening,1-1/3 cups packed brown sugar,"2 eggs, lightly beaten",1-1/2 teaspoons vanilla extract,1-2/3 cups all-purpose flour,1/2 teaspoon baking soda,1/2 teaspoon salt,2 cups salted peanuts,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/peanut-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Pecan Cookies,By Taste Of Home Editorial Team,"Recipe by Janice Jackson, Haleyville, Alabama",Tested by Taste of Home Test Kitchen,4,4,"Oatmeal cookies were always my son's favorite when he was small. I wanted to send him some recently, but I couldn't find the recipe. So, I got out the ingredients and made my own. My family thought they were the best I've ever made! The pecans add a real Southern touch. —Janice Jackson, Haleyville, Alabama",Cookies,Total Time:Prep: 25 min. Bake: 10 min./batch,"Yield:5-6 dozen
Prep:25 min
Cook:10 min",2,"In a large bowl, cream butter and sugars. Beat in the eggs, milk and vanilla. Combine the flour, cinnamon, baking soda, salt and pie spice; add to creamed mixture and mix well. Stir in the oats, raisins and nuts; mix well. 
   Drop by tablespoonfuls 2 in. apart onto greased baking sheets. Bake at 350° for 10-12 minutes or until light golden brown. Remove to wire racks to cool.",14,"1 cup butter, softened",1 cup sugar,3/4 cup packed brown sugar,3 eggs,1/4 cup milk,1 teaspoon vanilla extract,2-1/2 cups all-purpose flour,1 tablespoon ground cinnamon,1 teaspoon baking soda,1 teaspoon salt,1 teaspoon pumpkin pie or apple pie spice,2 cups quick-cooking oats,2 cups raisins,Taste of Home,https://www.tasteofhome.com/recipes/chewy-pecan-cookies/,1-1/2 cups chopped pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cranberry Nut Swirls,By Taste Of Home Editorial Team,"Recipe by carla hodenfield, Ray, North Dakota",Tested by Taste of Home Test Kitchen,4.3,7,"This recipe originated with my sister-in-law. It gets used a lot over the holidays when we want to pull a fast one on the guys in our family. They claim they don't like cranberries in any shape or form, but everyone enjoys these. —Carla Hodenfield, Ray, North Dakota",Dishes & Beverages,Total Time:Prep: 15 min. + chilling Bake: 15 min./batch + cooling,"Yield:about 3-1/2 dozen
Prep:15 min
Cook:15 min",3,"Combine butter, sugar, egg and vanilla. Beat until light and fluffy, scraping the bowl occasionally. In another bowl, whisk together flour, baking powder and salt; add to creamed mixture, beating well. Refrigerate at least 1 hour.
   Combine cranberries, walnuts and orange zest; set aside. On a lightly floured surface, roll dough into a 10-in. square. Combine brown sugar and milk; brush over dough. Sprinkle with cranberry mixture to within 1/2 in. of edges. Roll up tightly, jelly-roll style. Wrap in plastic; refrigerate until firm, several hours or overnight. 
   Preheat oven to 375°. Unwrap and cut dough crosswise into 1/4-in. slices. Place 2 in. apart on well-greased baking sheets. Bake until edges are light brown, 14-15 minutes. Remove from pans to wire racks to cool.",12,"1/2 cup butter, softened",3/4 cup sugar,1 large egg,1 teaspoon vanilla extract,1-1/2 cups all-purpose flour,1/4 teaspoon baking powder,1/4 teaspoon salt,1/2 cup finely ground cranberries,1/2 cup finely chopped walnuts,1 tablespoon grated orange zest,3 tablespoons brown sugar,2 teaspoons milk,NA,Taste of Home,https://www.tasteofhome.com/recipes/cranberry-nut-swirls/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond Raspberry Stars,By Taste Of Home Editorial Team,"Recipe by Darlene Weaver, Lebanon, Pennsylvania",Tested by Taste of Home Test Kitchen,5,4,"The first Christmas that I baked these, I ended up quickly making a second batch! The whole family enjoyed them. —Darlene Weaver, Lebanon, Pennsylvania",Cookies,Total Time:Prep: 35 min. + chilling Bake: 15 min./batch + cooling,"Yield:about 1-1/2 dozen
Prep:35 min
Cook:10 min",4,"Cream butter and confectioners' sugar until light and fluffy, 5-7 minutes. Beat in extracts. Gradually beat flour into creamed mixture. Shape into a ball; refrigerate, covered, for 15 minutes. 
   Preheat oven to 350°. On a lightly floured surface, roll dough to 1/4-in. thickness. With floured cookie cutters, cut dough into equal numbers of 2-1/2-in. and 1-1/2-in. stars. Combine almonds, sugar and cinnamon. Brush small stars with egg white; immediately sprinkle with almond mixture. Leave large stars plain. 
   Place all stars 1 in. apart on ungreased baking sheets, using separate sheets for the small and the large stars. Bake just until tips begin to brown, about 10 minutes for small stars and 12 minutes for large. Cool completely on wire racks.
   To assemble, spread enough jam over large stars to cover centers. Top with small stars; press lightly (jam should show around edges of small stars). Let jam set before storing cookies in an airtight container.",10,"3/4 cup butter, softened",1/2 cup confectioners' sugar,1 teaspoon vanilla extract,1/2 teaspoon almond extract,1-3/4 cups plus 2 tablespoons all-purpose flour,1 tablespoon finely chopped almonds,1 tablespoon sugar,1/2 teaspoon ground cinnamon,"1 large egg white, beaten",1/3 cup raspberry jam,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/almond-raspberry-stars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fudge Puddles,By Molly Allen,"Recipe by Kimarie Maassen, Avoca, Iowa",Tested by Taste of Home Test Kitchen,4.9,33,These little fudge puddles combine chocolate and peanut butter in the ideal bite-sized cookie.,Dishes & Beverages,Total Time:Prep: 25 min. + chilling Bake: 15 min./batch + cooling,"Yield:4 dozen
Prep:25 min
Cook:20 min",3,"In a large bowl, cream butter, peanut butter and sugars until blended. Beat in egg and vanilla. In a small bowl, whisk flour, baking soda and salt; gradually beat into creamed mixture. Refrigerate, covered, 1 hour or until easy to handle.
   Preheat oven to 325°. Shape into forty-eight 1-in. balls. Place in greased mini-muffin cups. Bake 14-16 minutes or until light brown. Immediately press a 1/2-in.-deep indentation in center of each cookie with the end of a wooden spoon handle. Cool in pans 5 minutes. Remove to wire racks to cool completely.
   For filling, in a microwave, melt chocolate chips; stir until smooth. Whisk in milk and vanilla until smooth. Fill each cookie with filling; sprinkle with peanuts. (If desired, refrigerate remaining filling; serve warm with ice cream.)",15,"1/2 cup butter, softened",1/2 cup creamy peanut butter,1/2 cup sugar,1/2 cup packed light brown sugar,1 large egg,1/2 teaspoon vanilla extract,1-1/4 cups all-purpose flour,3/4 teaspoon baking soda,1/2 teaspoon salt,fudge filling:,1 cup milk chocolate chips,1 cup semisweet chocolate chips,1 can (14 ounces) sweetened condensed milk,Taste of Home,https://www.tasteofhome.com/recipes/fudge-puddles/,1 teaspoon vanilla extract,Chopped peanuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
