title,author,rating,ratingnum,card1,card2,card3,card4,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,source,link,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42
Pumpkin Spice Chocolate Chip Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 12 minutes mins,NA,NA,NA,42," ½ cup (114g) butter
"," ½ cup (100g) granulated sugar
"," ¼ cup (50g) brown sugar, packed
"," 2 teaspoons vanilla extract
"," 1 large egg
"," 1¾ cups (219g) all-purpose flour
"," ½ teaspoon baking soda
"," 1½ teaspoon pumpkin pie spice
"," ½ teaspoon kosher salt
",i am baker,https://iambaker.net/pumpkin-chocolate-cookies/, 1 cup (168g) semisweet chocolate chips, ," ½ cup (114g) butter
"," ½ cup (100g) granulated sugar
"," ¼ cup (50g) brown sugar, packed
"," 2 teaspoons vanilla extract
"," 1 large egg
"," 1¾ cups (219g) all-purpose flour
"," ½ teaspoon baking soda
"," 1½ teaspoon pumpkin pie spice
"," ½ teaspoon kosher salt
", 1 cup (168g) semisweet chocolate chips," ½ cup (114g) butter
"," ½ cup (100g) granulated sugar
"," ¼ cup (50g) brown sugar, packed
"," 2 teaspoons vanilla extract
"," 1 large egg
"," 1¾ cups (219g) all-purpose flour
"," ½ teaspoon baking soda
"," 1½ teaspoon pumpkin pie spice
"," ½ teaspoon kosher salt
", 1 cup (168g) semisweet chocolate chips, ," ½ cup (114g) butter
"," ½ cup (100g) granulated sugar
"," ¼ cup (50g) brown sugar, packed
"," 2 teaspoons vanilla extract
"," 1 large egg
"," 1¾ cups (219g) all-purpose flour
"," ½ teaspoon baking soda
"," 1½ teaspoon pumpkin pie spice
"," ½ teaspoon kosher salt
", 1 cup (168g) semisweet chocolate chips
Chocolate Toffee Bars,Amanda Rettke,4,NA,Prep Time 25 minutes mins,Cook Time 17 minutes mins,Cooling Time 1 hour hr,Total Time 1 hour hr 42 minutes mins,NA,9,"Base
"," 1 cup (226 g) salted butter, softened
"," 1 cup (200 g) packed brown sugar
", 1½ cups (187 g) all-purpose flour," Topping
"," 14 ounces sweetened condensed milk
"," ¼ cup (½ stick / 56 g) butter
"," 1 cup (175 g) mini semi-sweet chocolate chips
", 1 cup (175 g) heath toffee bits,i am baker,https://iambaker.net/chocolate-toffee-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Cookie Dessert,Amanda Rettke,5,5,Prep Time 10 minutes mins,NA,Chilling Time 30 minutes mins,Total Time 40 minutes mins,NA,5," 30 Nutter Butters
"," 1 cup creamy peanut butter, warmed, divided
"," 2 boxes (3.4 ounces each) instant vanilla pudding, prepared following box instructions, divided
"," 16 ounces whipped topping, homemade or store-bought, divided
"," 10 mini peanut butter cups, chopped",NA,NA,NA,NA,i am baker,https://iambaker.net/peanut-butter-cookie-dessert/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Salad,Amanda Rettke,5,11,Prep Time 5 minutes mins,NA,cooling time 30 minutes mins,Total Time 35 minutes mins,NA,6," 1 package (3.4 ounce) instant vanilla pudding mix
"," 1 cup buttermilk
"," 8 ounces whipped topping (such as Cool Whip)
"," 1 can (20 ounce) crushed pineapple, drained well
"," 1 can (11 ounces) mandarin oranges, drained well
"," 10 fudge stripe cookies, crushed",NA,NA,NA,i am baker,https://iambaker.net/cookie-salad/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Espresso Cookies,Amanda Rettke,5,13,Prep Time 10 minutes mins,Cook Time 11 minutes mins,Chilling Time 15 minutes mins,Total Time 36 minutes mins,NA,12," 1 cup (168 g) semi-sweet chocolate morsels
"," 2 tablespoons unsalted butter
"," ¾ cup (150 g) granulated sugar
"," 2 large eggs, room temperature
"," 2 tablespoons milk
"," 2 teaspoons vanilla extract
"," 1 cup (125 g) all purpose flour
"," ¼ cup (29.5 g) unsweetened cocoa powder
"," 1 teaspoon baking powder
",i am baker,https://iambaker.net/chocolate-espresso-cookie/," ½ teaspoon kosher salt
"," 1 teaspoon espresso powder
"," ½ cup (84 g) semi-sweet chocolate morsels, for topping cookies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potato Chip Chocolate Chip Cookies,Amanda Rettke,4,3,Prep Time 10 minutes mins,Cook Time 11 minutes mins,NA,NA,NA,8," 1 cup (226g or 2 sticks) salted butter, cold
"," 1 ½ cups (300g) brown sugar, packed
"," 2 large eggs
"," 2 cups all-purpose flour
"," 1 teaspoon baking soda
"," 2 cups potato chips, one 5 ounce bag, crushed (reserving a few chips for the topping)
"," 11 ounces semi-sweet chocolate chunks, (about 2 cups)
", 1 teaspoon kosher salt (or a large grain salt for sprinkling),NA,i am baker,https://iambaker.net/potato-chip-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Meltaway Cookies,Amanda Rettke,4.93,14,Prep Time 10 minutes mins,Cook Time 9 minutes mins,NA,Total Time 45 minutes mins,NA,11,"Cookies
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," ¾ cup (96 g) cornstarch
"," ¾ cup (96 g) confectioners' sugar
"," 2 teaspoons lemon extract
", 1 cup (128 g) all-purpose flour," Glaze
"," 1 cup confectioners' sugar
"," 3 -4 teaspoons whole milk,
",i am baker,https://iambaker.net/lemon-meltaway-cookies/," 1 teaspoon lemon extract
"," yellow food color, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ooey Gooey Lemon Cookies,Amanda Rettke,4.82,70,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,13,"Lemon Cookie Recipe
"," ½ cup (113g) salted butter, softened
"," 1 package (8 ounces) cream cheese, softened
"," 1 teaspoon fresh lemon zest
"," 1 ½ cups (300g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," 1 teaspoon lemon extract
"," 2 ¼ cups (282g) all-purpose flour
",i am baker,https://iambaker.net/ooey-gooey-lemon-cookies/," ½ cup (63g) confectioners sugar
", 3 teaspoons baking powder," Topping
"," ½ cup confectioners’ sugar, for rolling cookie dough in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 12 minutes mins,NA,Total Time 22 minutes mins,NA,11," 1 ⅔ cups (208 grams) cake flour
"," 1 ⅔ cups (208 grams) bread flour
"," 1 ¼ teaspoons baking soda
"," 1 ½ teaspoons baking powder
"," 1 ¼ cups (284g) unsalted butter, room temperature
"," 1 ½ teaspoons coarse salt
"," 1 cup (200g) granulated sugar
"," 1 ¼ cups (10 ounces or 225g) packed light brown sugar
"," 2 large eggs, room temperature
",i am baker,https://iambaker.net/chocolate-chip-cookies/," 2 teaspoons vanilla extract
", 16 ounces (about 3 cups) chocolate chips or chunks (I use a combination of both and reserve a few to place on top of the cookie before baking),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giant Monster Cookies,Amanda Rettke,4.75,12,Prep Time 1 hour hr 10 minutes mins,Cook Time 30 minutes mins,NA,Total Time 1 hour hr 40 minutes mins,NA,14," 2 cups (300 g) oats, preferably not quick oats
"," ¼ teaspoon baking powder
"," 1 teaspoon baking soda
"," 1 cup (128 g) all-purpose flour
"," ¼ teaspoon kosher salt
"," ½ teaspoon ground cinnamon, optional
"," ½ cup (1 stick / 113 g) unsalted butter, softened
"," ¼ cup (57 g) granulated sugar
"," ¾ cup (150 g) brown sugar, packed
",i am baker,https://iambaker.net/giant-monster-cookies/," 1 cup (226 g) creamy peanut butter
"," 2 teaspoons vanilla extract
"," 2 large eggs, room temperature
"," 1 cup M&Ms, divided (mini M&M's work great as garnish as well)
", ½ cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turtle Thumbprint,Amanda Rettke,4.92,12,Prep Time 10 minutes mins,Cook Time 18 minutes mins,NA,Total Time 28 minutes mins,NA,10,"Thumbprint Cookie
"," 1 cup (2 sticks / 227 g) salted butter, softened
"," ⅔ cup (150 g) granulated sugar
"," ½ teaspoon almond extract
"," 2 cups (256 g) all-purpose flour
"," 1 large egg yolk, room temperature"," Toppings
"," ¼ cup milk chocolate chips, melted
"," ½ cup caramel topping
",i am baker,https://iambaker.net/turtle-thumbprint-cookies/," ½ cup pecans, chopped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecan Sandies,Amanda Rettke,4.83,29,Prep Time 18 minutes mins,Cook Time 10 minutes mins,NA,Total Time 28 minutes mins,NA,9," 1 cup (2 sticks / 226 g) unsalted butter, softened
"," ½ cup (100 g) granulated sugar, plus additional ⅓ cup for pressing
"," ½ cup (62.5 g) confectioners' sugar
"," 1 large egg, room temperature
"," 1 teaspoon pure vanilla extract
"," 2 cups (256 g) all-purpose flour
"," 1 teaspoon baking powder
"," ¾ teaspoon kosher salt
"," 1 cup (109 g) pecans, finely chopped",i am baker,https://iambaker.net/pecan-sandies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Chocolate Chip Cookies,Amanda Rettke,5,9,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,10," 1 cup (2 sticks or 226g) unsalted butter, softened
"," ½ cup (100g) granulated sugar
"," 1½ cups (300g) packed brown sugar
"," 2 large eggs, room temperature
"," 2 teaspoons (8g) vanilla extract
"," 1 teaspoon (4g) baking soda
"," 2 teaspoons (8g) hot water
"," ½ teaspoon (.5g) salt
"," 3 cups (375g) all-purpose flour
",i am baker,https://iambaker.net/soft-chocolate-chip-cookies/, 2 cups (350g) semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Chocolate Chip Cookies,Amanda Rettke,4.89,18,Prep Time 10 minutes mins,Cook Time 11 minutes mins,NA,Total Time 22 minutes mins,NA,10," 2 ripe bananas, mashed (about 1 cup)
"," 3¼ cups (406 g) all-purpose flour
"," 1 teaspoon baking soda
"," ½ teaspoon kosher salt
"," 1 tablespoon cornstarch
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 1 cup (200 g) light brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 1 tablespoon vanilla extract
",i am baker,https://iambaker.net/banana-chocolate-chip-cookies/," 2 cups (364 g) milk chocolate or semi-sweet chocolate chips, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ooey Gooey Butter Cookies,Amanda Rettke,4.79,28,Prep Time 5 minutes mins,Cook Time 10 minutes mins,NA,Total Time 5 minutes mins,NA,9," ½ cup (1 stick / 113 g) salted butter, softened
"," 1 package (8 ounces) cream cheese, softened
"," 1 ½ cups (300 g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," 2 ¼ cups (282 g) all-purpose flour
"," ½ cup (63 g) confectioners' sugar
"," 3 teaspoons baking powder
"," ½ cup confectioners’ sugar, for rolling cookie dough in",i am baker,https://iambaker.net/ooey-gooey-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Sugar Chocolate Chip Cookies,Amanda Rettke,4.56,9,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,9," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," ¾ cup (150 g) brown sugar, packed
"," 1 large egg, room temperature
"," 2 teaspoons vanilla extract
"," 1 ½ cups (186 g) all-purpose flour
"," ½ teaspoon baking soda
"," 1 teaspoon cornstarch
"," 1 pinch kosher salt
"," 5 ounces milk chocolate chunks, plus extra for the tops of the cookies",i am baker,https://iambaker.net/brown-sugar-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brownie Cookies,Amanda Rettke,5,6,Prep Time 20 minutes mins,Cook Time 40 minutes mins,Brownie Cooling Time 30 minutes mins,Total Time 1 hour hr,NA,20,"Brownie
"," ½ cup (113 g) butter melted, then cooled
"," 1 cup (200 g) granulated sugar
"," ⅓ cup (40 g) unsweetened cocoa powder sifted
"," ½ cup (64 g) all-purpose flour
"," ¼ teaspoon kosher salt
"," ¼ teaspoon baking powder
"," 2 eggs room temperature
", 1 teaspoon vanilla extract,i am baker,https://iambaker.net/brownie-cookies/," Chocolate Cookie
"," 2 ½ cups (320 g) all-purpose flour
"," ½ cup (64 g) cocoa powder
"," 2 teaspoons corn starch
"," 1 teaspoon baking soda
"," ½ teaspoon kosher salt
"," 1 cup (226 g) cold butter, cut into cubes
"," 1 cup (200 g) brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 2 large eggs
"," 1 ½ cups semi-sweet mini chocolate chips, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Sugar Cookies,Amanda Rettke,5,3,Prep Time 10 minutes mins,Cook Time 9 minutes mins,Cooling Time 1 hour hr,Total Time 19 minutes mins,NA,7," 1 cup (226g) unsalted butter room temperature
"," 1 cup (200g) granulated granulated sugar
"," 1 large egg (anywhere from 56-64 grams) room temperature
"," 1 tsp. vanilla extract
"," 1/2 tsp. almond extract
"," 2 tsp. baking powder
", 3 cups (360g) all-purpose flour sifted,NA,NA,i am baker,https://iambaker.net/sugar-cookie-troubleshooting/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Peppermint Cookies,Amanda Rettke,NA,NA,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,10," 1 cup butter, softened
"," 1 cup light brown sugar, packed
"," 1/2 cup granulated sugar
"," 2 large eggs
"," 2 teaspoons vanilla extract
"," 1/2 cup cocoa powder
"," 1 1/2 cups all-purpose flour
"," 1 teaspoon baking soda
"," 1/2 teaspoon salt
",i am baker,https://iambaker.net/chocolate-peppermint-cookies/," 2 cups white chocolate peppermint chunks, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raspberry Thumbprint Cookies,Amanda Rettke,4.95,37,Prep Time 10 minutes mins,Cook Time 18 minutes mins,NA,Total Time 28 minutes mins,NA,11,"Thumbprint Cookie
"," 1 cup (226 g) butter, softened
"," ⅔ cup (150 g) granulated sugar
"," ½ teaspoon almond extract
"," 1 large egg yolk
", 2 cups (256 g) all-purpose flour," Toppings
"," ½ cup seedless raspberry jam
"," ½ cup (63 g) confectioners' sugar
",i am baker,https://iambaker.net/raspberry-thumbprint-cookies/," ¾ teaspoon almond extract, optional
", 1 teaspoon milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Blossoms,Amanda Rettke,5,4,Prep Time 5 minutes mins,Cook Time 10 minutes mins,NA,Total Time 15 minutes mins,NA,10," 1/2 cup (100g) granulated sugar
"," 1 cup (200g) packed brown sugar
"," 1 cup (250g) creamy peanut butter
"," 1 cup (2 sticks or 226g) salted butter, room temperature
"," 2 eggs, room temperature
"," 3 cups (375g) all-purpose flour, sifted
"," 1 1/2 teaspoons baking soda
"," 1 teaspoon baking powder
"," 2 tablespoons granulated (sanding) sugar, for rolling
",i am baker,https://iambaker.net/peanut-butter-blossoms/, 1 bag Hershey’s® Kisses milk chocolates (my grandma used chocolate stars),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boozy Oatmeal Raisin Cookies,Amanda Rettke,4.93,195,Prep Time 10 minutes mins,Cook Time 10 minutes mins,Cooling Time 18 minutes mins,Total Time 20 minutes mins,NA,11," 1 cup (2 sticks, 227 g) salted butter, softened
"," 1 cup (200 g) brown sugar, packed
"," ½ cup (100 g) granulated sugar
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla
"," 1½ cups (188 g) all-purpose flour
"," 3 cups (270 g) old-fashioned oats
"," 1 teaspoon baking soda
"," 2 teaspoons cinnamon
",i am baker,https://iambaker.net/oatmeal-raisin-cookies/," 1 cup (155 g) raisins
"," ¾ cup Kohler Chocolate Brandy, (or you can use regular brandy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond Joy Bars,Amanda Rettke,5,4,Prep Time 15 minutes mins,Cook Time 20 minutes mins,Cooling Time 1 hour hr,Total Time 35 minutes mins,NA,14,"Crust
"," 1 cup (128 g) confectioners' sugar
"," ⅔ cup (85 g) all-purpose flour
"," ¾ cup (96 g) dark cocoa
", ½ cup (1 stick / 113 g) Challenge Unsalted Butter," Filling
"," 28 ounces sweetened condensed milk
"," 28 ounces sweetened coconut flakes
", 1 teaspoon coconut extract,i am baker,https://iambaker.net/almond-joy-bars/," Ganache Topping
"," 24 ounces dark chocolate
"," 1 ½ cups (340 g) Challenge Unsalted Butter
"," 1 ½ cups (367 g) whole milk
", handful of almonds to place on top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Tree Cookies,Amanda Rettke,5,2,Prep Time 15 minutes mins,Cook Time 9 minutes mins,NA,Total Time 24 minutes mins,NA,16,"Cookies
"," 1 cup (226g) unsalted butter, room temperature
"," 1 cup (200g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon McCormick® Pure Vanilla Extract
"," ½ teaspoon almond extract
"," 2 teaspoon baking powder
", 3 cups (360g) all-purpose flour," Buttercream
",i am baker,https://iambaker.net/christmas-tree-cookies/," ½ cup (1 stick or 113g) unsalted butter, room temperature
"," 1 teaspoon Vanilla Extract
"," ½ teaspoon Almond Extract
"," 4 cups (440g) confectioners sugar, sifted
"," 1 -2 tablespoons whole milk, you can use more if needed
"," green food color
", pinch salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookie Recipe,Amanda Rettke,4.95,75,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,7," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 1 cup (200 g) granulated sugar
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," ½ teaspoon almond extract
"," 2 teaspoon baking powder
", 3 cups (375 g) all-purpose flour,NA,NA,i am baker,https://iambaker.net/christmas-cookies-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caramel Cashew Bars,Amanda Rettke,5,NA,Prep Time 5 minutes mins,Cook Time 25 minutes mins,NA,Total Time 30 minutes mins,NA,10,"Shortbread Crust
"," 3 cups finely crushed shortbread cookies
"," ½ cup (1 stick / 113 g) unsalted butter, melted
", ¼ cup (50 g) granulated sugar," Filling
"," 36 caramels, unwrapped
"," ½ cup heavy cream
"," ½ teaspoon pure vanilla extract
"," 2 cups salted cashews, chopped
",i am baker,https://iambaker.net/caramel-cashew-bars/, 2 cups miniature marshmallows,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Macarons,Amanda Rettke,4.93,26,Prep Time 20 minutes mins,Cook Time 1 hour hr 25 minutes mins,NA,Total Time 1 hour hr 45 minutes mins,NA,14,"For the Shells:
"," 80 grams extra fine almond flour
"," 85 grams powdered sugar
"," 2 large egg whites (about 60-64 grams), room temperature
"," 1/8 teaspoon cream of tartar
"," pinch salt
"," 50 grams granulated sugar (about 1/4 cup)
"," 1/2 teaspoon vanilla
", food coloring,i am baker,https://iambaker.net/french-macarons/," For the Filling:
"," 1/4 cup butter softened
"," 3/4 cup powdered sugar
"," 1/2 teaspoon vanilla extract
", 1 teaspoon milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Snickerdoodles,Amanda Rettke,4.91,11,Prep Time 20 minutes mins,Cook Time 8 minutes mins,NA,Total Time 28 minutes mins,NA,14,"Cookies
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 1 ½ cups (300 g) granulated sugar
"," 1 large egg, room temperature
"," ¾ cup (180 g) canned pure pumpkin, excess liquid squeezed out (leaving approximately ⅓ cup puree)
"," 1 tablespoon vanilla extract
"," 2 ¾ cups (352 g) all-purpose flour
"," 1 teaspoon cream of tartar
"," 1 teaspoon baking soda
",i am baker,https://iambaker.net/pumpkin-snickerdoodles/," ¼ teaspoon kosher salt
", 2 teaspoons pumpkin pie spice," Cinnamon Sugar
"," 3 tablespoons granulated sugar
", 3 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Cookies Recipe,Amanda Rettke,4.54,15,Prep Time 5 minutes mins,Cook Time 10 minutes mins,NA,Total Time 15 minutes mins,NA,11," 1 cup (250 g) creamy peanut butter
"," ½ cup (125 g) chunky peanut butter
"," ½ cup (1 stick / 113 g) unsalted butter, softened
"," ½ cup (100 g) granulated sugar
"," ½ cup (100 g) light brown sugar, packed
"," 1 large egg, room temperature
"," 1 teaspoon vanilla extract
"," 1 ¼ cups (160 g) all-purpose flour
"," ¾ teaspoon baking powder
",i am baker,https://iambaker.net/peanut-butter-cookies-recipe/," ¼ teaspoon kosher salt
"," ⅓ cup (67 g) granulated sugar, for rolling cookies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snickerdoodles,Amanda Rettke,4.92,86,Prep Time 15 minutes mins,Cook Time 8 minutes mins,NA,Total Time 23 minutes mins,NA,12,"Snickerdoodle Cookie Dough
"," 1 cup (2 sticks, 226g) unsalted butter, softened but not melted
"," 1½ cups (300g) granulated sugar
"," 2 large eggs, room temperature
"," 1 tablespoon vanilla extract
"," 2¾ cups (352g) all-purpose flour
"," 1 teaspoon cream of tartar
"," 1 teaspoon baking soda
", ¼ teaspoon kosher salt,i am baker,https://iambaker.net/snickerdoodle-recipe/," Cinnamon Sugar
"," 3 tablespoons granulated sugar
", 3 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Birthday Cake Cookie Sandwiches,Amanda Rettke,4.72,14,Prep Time 10 minutes mins,Cook Time 10 minutes mins,NA,Total Time 20 minutes mins,NA,10," 1 1/4 cup (250g) granulated sugar
"," 3/4 cup (1 1/2 sticks or 170g) unsalted butter room temperature
"," 2 teaspoons baking powder
"," 1 teaspoon salt
"," 1 tablespoons McCormick vanilla extract
"," 1/2 teaspoon McCormick almond extract
"," 2 large eggs room temperature
"," 3 cups (384g) all-purpose flour
"," 2/3 cup whole milk room temperature
",i am baker,https://iambaker.net/birthday-cake-cookie-sandwiches/, 3/4 cups Rainbow Jimmies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Sugar Cookies with Chocolate Glaze Frosting,Amanda Rettke,NA,NA,Prep Time 10 minutes mins,Cook Time 9 minutes mins,NA,Total Time 19 minutes mins,NA,38," 1 cup (2 sticks / 227 g) unsalted butter
"," 1 cup (200 g) granulated sugar
"," 1 teaspoon McCormick Vanilla Extract
"," ½ teaspoon McCormick Almond Extract
"," 1 large egg, room temperature
"," 2 teaspoons baking powder
"," ½ teaspoon kosher salt
"," 2 ¼ cups (281 g) all-purpose flour
", ¾ cup (94 g) unsweetened cocoa,i am baker,https://iambaker.net/mustache-treats/," Chocolate Glaze Frosting
"," 1 cup (125 g) confectioners' sugar
"," 1 tablespoon milk
"," 1 teaspoon McCormick Vanilla
"," 1 ounce melted chocolate (I used milk chocolate)
"," chocolate jimmies, for sprinkling", ," 8 ounces chopped chocolate
"," 2 cup heavy cream heated to simmering boil
", 1 teaspoon McCormick Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
