title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Chocolate Peppermint Dipped Shortbread Cookies,Alyssa Rivers,Updated 05/16/22,5,1,Desserts,25 minutes,25 minutes,NA,50 minutes,24 cookies,8,"Preheat oven to 325 degrees Fahrenheit. Line a 12 x 16 x 1-inch baking sheet with Reynolds Parchment Paper, leaving a 1-inch overhang on either side so the smart grid is visible.
Add 1 pound softened unsalted butter, 1 cup granulated sugar, and 1 teaspoon salt to a large mixing bowl and beat with a hand mixer or a stand mixer fitted with the paddle attachment until light and fluffy.
Add 4 ½ cups all-purpose flour one cup at a time to the butter mixture, beating just until all of the flour is absorbed and combined. Scrape down the sides and bottom of the bowl as needed.
Press the dough evenly into the prepared baking sheet. You can use a rolling pin or a glass to roll over the top to smooth it. Bake it in the center rack of the oven for 25 minutes.
While the cookies are still warm, use the parchment paper grids as a guide to cut the cookies into 1×3-inch pieces. Allow them to cool completely in the pan before removing them.
Carefully crush 3 peppermint candy canes into small pieces and set aside until needed.
Add 12 ounces semi-sweet chocolate chips to a small bowl and heat them in the microwave in 30-second increments, stirring between each increment, until the chocolate is fully melted.
Dip one end of each cookie into the melted chocolate before laying it on parchment paper and sprinkling it with the crushed peppermint. Repeat with the remaining cookies. Let them sit until the chocolate has fully hardened before serving.",6,▢ 1 pound softened unsalted butter,▢ 1 cup granulated sugar,▢ 1 teaspoon salt,▢ 4 ½ cups all-purpose flour,▢ 12 ounces semi-sweet chocolate chips,▢ 3 peppermint candy canes,NA,NA,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/shortbread-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cowboy Cookies,Jessica Gavin,Updated 12/08/20,4.50,4,Desserts,15 minutes,15 minutes,NA,30 minutes,16 cookies,12,"Place the oven rack in the center position and preheat to 375 degrees Fahrenheit. Line two baking sheets with parchment paper and set aside.
Whisk together 1 cup all-purpose flour, ¾ teaspoon salt, and ½ teaspoon baking soda in a medium bowl. Set aside.
Melt 4 tablespoons unsalted butter in an 8-inch skillet over medium-high heat, swirling to melt the butter evenly. Stir and cook for 2-3 minutes, scraping the bottom of the pan with a spatula until butter is golden brown and nutty in aroma.
Transfer the browned butter to a large bowl, making sure to scrape all of the browned bits from the bottom of the pan. Stir ½ teaspoon ground cinnamon into the butter.
Add ¾ cup packed dark brown sugar, ½ cup granulated sugar, and ½ cup vegetable oil to the browned butter and whisk until well combined.
Whisk in 1 large egg, 1 large egg yolk, and 1 teaspoon vanilla extract until smooth.
Mix the flour mixture into the browned butter mixture until fully combined.
Add 2 cups old-fashioned rolled oats, ½ cup semi-sweet chocolate chips, ¾ cup sweetened coconut flakes, and ½ cup chopped pecans. Stir into the cookie dough until well combined. The dough will be stiff in texture.
Scoop the dough into medium balls, about 3 tablespoons per scoop. Place them on the prepared baking sheets, leaving 2 inches between each cookie and limiting the number to 8 cookies per pan.
Use the bottom of a large measuring cup to press each dough ball into 2 ½-inch wide cookies. Reform the edges of the cookies into a circle as needed. If desired, press a few extra chocolate chips and chopped pecans into the top of the cookie dough.
Bake the cookies one baking sheet at a time for 8 to 10 minutes, until the edges are set and they are lightly browned on the surface. The centers should still be soft but not wet. Depending on your oven, you may want to rotate the baking sheet halfway through the baking time.
Let the cookies cool on the baking sheet for 5 minutes before transferring them to a cooking rack to finish cooling.",15,▢ 1 cup all-purpose flour,▢ ¾ teaspoon salt,▢ ½ teaspoon baking soda,▢ 4 tablespoons unsalted butter,▢ ½ teaspoon ground cinnamon,▢ ¾ cup packed dark brown sugar,▢ ½ cup granulated sugar,▢ ½ cup vegetable oil,▢ 1 large egg,▢ 1 large egg yolk,▢ 1 teaspoon vanilla extract,▢ 2 cups old-fashioned rolled oats,▢ ½ cup semi-sweet chocolate chips,The Recipe Critic,https://therecipecritic.com/cowboy-cookies/,▢ ¾ cup sweetened coconut flakes,▢ ½ cup chopped pecans,NA,NA,NA,NA,NA,NA,NA
Snow Kiss Cookies (Snowball Cookies),Alyssa Rivers,Updated 02/14/22,5,5,Desserts,15 minutes,10 minutes,NA,25 minutes,24 Cookies,5,"In a medium sized mixing bowl add 1 cup unsalted butter, ½ cup granulated sugar, 1 teaspoon vanilla extract and ½ teaspoon salt together in bowl. Beat until it is fluffy and incorporated 1-2 minutes.
Place ¼ cup walnuts in a food processor and pulse until fine crumbs. Add this mixture to the butter, sugar, and salt. Add 1¾ cup all-purpose flour slowly to the mixture and mix until combined.
Wrap the dough in seran wrap and put it in the fridge for 1-2 hours to chill.
After chilled, preheat oven to 325 degrees Fahrenheit. Drop the dough by small scoops onto parchment lined cookie sheets.
Bake for 10 minutes. Take them out and let them cool on a cooling rack. Once cooled, roll them in ½ cup powdered sugar. Enjoy!",7,▢ 1 cup unsalted butter,▢ ½ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ ½ teaspoon salt,▢ ¼ cup walnuts,▢ 1¾ cup all-purpose flour,▢ ½ cup powdered sugar for coating your cookies,NA,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/snow-kiss-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perfectly Soft Peanut Butter Cookies,Alyssa Rivers,Updated 12/08/20,4.17,6,Desserts,5 minutes,10 minutes,NA,15 minutes,Servings: 36,4,"Preheat oven to 350 degrees Fahrenheit. In a stand mixer or using a hand mixer, cream together 1 cup creamy peanut butter, 1 cup granulated white sugar, 1 cup packed light brown sugar, and 1 cup softened unsalted butter. Add in 2 large eggs and beat until combined.
Add 1 teaspoon baking soda, 1 teaspoon baking powder and 1 teaspoon vanilla extract. Add 2 ½ cups all-purpose flour and mix until incorporated.
Roll the cookies into 2 inch balls and roll in ¼ cup granulated white sugar. Flatten the center with a fork making a criss cross pattern.
Bake on an ungreased cookie sheet for 6-7 minutes or until slightly brown on the edges.",10,▢ 1 cup creamy peanut butter,▢ 1 cup granulated white sugar,▢ 1 cup packed light brown sugar,▢ 1 cup softened unsalted butter,▢ 2 large eggs,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ ¼ cup granulated white sugar for rolling if desired,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/soft-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cream Cheese Snickerdoodles,Samantha Merritt,Updated 02/14/22,5,31,Desserts,20 minutes,10 minutes,NA,30 minutes,Servings: 35,7,"In a large mixing bowl, add 1 cup softened unsalted butter and 4 oz softened cream cheese and beat until creamy and combined. Add 1¾ cup granulated sugar and beat until light and creamy and well-combined.
Add 2 large eggs and 1 teaspoon vanilla extract. Stir well.
In a separate bowl, stir together 3¼ cups all-purpose flour, 1 teaspoon cornstarch, 1½ teaspoon cream of tartar, 1/2 teaspoon baking soda, ¾ teaspoon salt, and ½ teaspoon ground cinnamon.
Gradually add flour mixture to butter mixture until completely combined. Cover bowl with plastic wrap and transfer to refrigerator to chill for at least 30 minutes.
Once dough has nearly finished chilling, preheat your oven to 350 degrees Fahrenheit and line a baking sheet with parchment paper. Prepare your topping by stirring together ⅓ cup granulated sugar and 1 tablespoon ground cinnamon until well-mixed.
Remove chilled dough from refrigerator and scoop by 1 ½ Tablespoon-sized portions. Roll into a smooth ball between your palms and roll through cinnamon/sugar topping mixture until completely coated.
Place on prepared cookie sheet at least 2” apart and bake for 10-13 minutes.",13,▢ 1 cup softened unsalted butter,▢ 4 oz softened cream cheese,▢ 1¾ cup granulated sugar,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ 3¼ cups all-purpose flour,▢ 1 teaspoon cornstarch,▢ 1½ teaspoon cream of tartar,▢ 1/2 teaspoon baking soda,▢ ¾ teaspoon salt,▢ ½ teaspoon ground cinnamon,▢ ⅓ cup granulated sugar,▢ 1 tablespoon ground cinnamon,The Recipe Critic,https://therecipecritic.com/cream-cheese-snickerdoodles/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Best Ever Molasses Cookies,Alyssa Rivers,Updated 11/29/20,5,8,Desserts,5 minutes,10 minutes,NA,15 minutes,24 cookies,5,"Preheat oven to 375 degrees Fahrenheit. Line a baking sheet with parchment paper or use cooking spray. Set aside.
Melt ¾ cup shortening in a small saucepan over medium high heat and let cool. Add 1 cup granulated sugar, ¼ cup molasses, and 1 large egg and mix until incorporated.
In a medium-sized mixing bowl, add 2 cups flour, 2 teaspoons baking soda, 1 teaspoon cinnamon, ½ teaspoon ginger, ½ teaspoon cloves, and ½ teaspoon salt. Add this to the wet mixture and mix until it forms a dough and is incorporated.
Scoop into one inch balls and roll in sugar and place 2 inches apart. Bake for 8-10 minutes. Let cool on a wire rack.
If dipping in optional 1 cup white chocolate chips, melt the chocolate in the microwave stirring after every 30 seconds until smooth. Dip the cookie and let it set on parchment paper.",11,▢ ¾ cup shortening,▢ 1 cup granulated sugar,▢ ¼ cup molasses,▢ 1 large egg,▢ 2 cups flour,▢ 2 teaspoons baking soda,▢ 1 teaspoon cinnamon,▢ ½ teaspoon ginger,▢ ½ teaspoon cloves,▢ ½ teaspoon salt,▢ optional 1 cup white chocolate chips,NA,NA,The Recipe Critic,https://therecipecritic.com/molasses_cookie_recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rocky Road Chocolate Cookies,Melanie Dueck,Updated 11/26/20,5,2,Desserts,30 minutes,24 minutes,NA,54 minutes,24 Cookies,9,"Melt the semi-sweet chocolate in the microwave and let cool.
In a mixing bowl, whisk the flour, cocoa powder, baking powder, and salt together. Set aside.
In the bowl of a stand mixer, with the paddle attachment, beat the butter, brown sugar, and granulated sugar together for 2 minutes. Add the eggs and vanilla and mix until smooth. Mix in the melted chocolate.
Add the flour ingredients and mix until combined, scraping the sides as needed.
Use a wooden spoon or a spatula to mix in the walnuts, ½ cup marshmallows, and ½ cup of the chopped milk chocolate bars.
Cover dough and refrigerate at least 2 hours. If chilled longer, let it sit on the counter for 30 minutes before rolling.
Preheat theoven to 350 degrees Fahrenheit and line baking sheet with parchment paper.
Scoop the dough and form into 1 ½ inch balls, about 24. Place the dough 3 inches apart on the prepared pan.
Bake for 11 minutes and then press 3 marshmallows into the tops of each cookie. Return to oven and cook for 1 more minute. Press in a couple more chocolate chunks and let cool on the pan for 5 minutes. Transfer the cookies to a cooling rack to cool before enjoying!",13,"▢ 8 ounces semi-sweet baking chocolate bars, chopped",▢ 1 cup flour,▢ ⅓ cup cocoa powder,▢ 1 teaspoon baking powder,▢ ¼ teaspoon salt,▢ 5 tablespoons unsalted butter room temperature,▢ ½ cup brown sugar,▢ ½ cup granulated sugar,▢ 2 large eggs room temperature,▢ 1 teaspoon vanilla extract,▢ ¾ cup walnut pieces,"▢ 1 cup mini marshmallows, divided","▢ 1 cup chopped milk chocolate bars, divided",The Recipe Critic,https://therecipecritic.com/rocky-road-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Chocolate Chip Cookies,Alyssa Rivers,Updated 07/25/21,5,5,Desserts,15 minutes,15 minutes,NA,30 minutes,18 cookies,9,"Preheat the oven to 370 degrees Fahrenheit. Line two baking sheets with parchment paper and set aside.
Whisk together 2 ¼ cups all-purpose flour, 1 teaspoon baking soda, and ½ teaspoon salt in a medium size bowl. Set aside.
In a large bowl, use a hand mixer or a stand mixer fitted with the paddle attachment to cream together ¾ cup softened unsalted butter, ½ cup granulated sugar, ¾ cup packed light brown sugar, and 1 tablespoon vanilla extract.
Add 2 large eggs one at a time, mixing between each egg.
Add the flour mixture to the sugar mixture and mix until just combined.
Fold in ½ cup chopped fresh strawberries and 1 cup milk chocolate chips, by hand until combined.
Use a medium cookie scoop to scoop the dough onto the baking sheets, leaving about 2 inches between them.
Bake for 13-15 minutes, rotating the pan halfway through, until the cookies are golden brown around the edges.
Immediately after taking the cookies out of the oven, gently press additional chocolate chips onto the tops of them. Let them cool on the baking sheet for 5 minutes before transferring them to a cooling rack to finish cooling.",10,▢ 2 ¼ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ ¾ cup softened unsalted butter,▢ ½ cup granulated sugar,▢ ¾ cup packed light brown sugar packed,▢ 1 tablespoon vanilla extract,▢ 2 large eggs,▢ ½ cup chopped fresh strawberries,"▢ 1 cup milk chocolate chips, or white chocolate chips. More for topping, if desired",NA,NA,NA,The Recipe Critic,https://therecipecritic.com/strawberry-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Snowball Cookies,Alyssa Rivers,Updated 11/11/24,5,3,Desserts,20 minutes,9 minutes,NA,29 minutes,48 cookies,8,"Add 1 ½ cups walnuts to a food processor and pulse until very finely ground. Set aside.
Add ¾ cup packed brown sugar and ¾ cup softened unsalted butter to a large bowl and beat with a hand mixer or stand mixer fitted with the paddle attachment until light and fluffy, about 3 minutes.
Add 1 large egg, ¼ cup milk, and 1 teaspoon vanilla extract and mix until combined.
In a medium bowl, whisk together 2 cups all-purpose flour, ¼ cup unsweetened cocoa powder, ¼ teaspoon baking soda, 1 teaspoon baking powder, and ½ teaspoon salt.
Slowly add the flour mixture to the butter mixture until completely combined. Stir the walnuts into the dough until incorporated. Cover with plastic wrap and chill in the refrigerator for at least 4 hours, or overnight.
After the dough has chilled, preheat the oven to 350 degrees Fahrenheit. Scoop the dough into 1-inch balls and place them on an ungreased baking sheet.
Bake for 8-9 minutes, or until the tops begin to crack. Remove the cookies from the oven and let them cool completely on cooling racks.
Roll the cooled cookies in 1 cup powdered sugar, before serving.",12,▢ ¾ cup packed brown sugar,▢ ¾ cup softened unsalted butter,▢ 1 large egg,▢ ¼ cup milk,▢ 1 teaspoon vanilla extract,▢ 2 cups all-purpose flour,▢ ¼ cup unsweetened cocoa powder,▢ ¼ teaspoon baking soda,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ 1 ½ cups walnuts,"▢ 1 cup powdered sugar, for rolling",NA,The Recipe Critic,https://therecipecritic.com/chocolate-snowball-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Cookies 'n Cream Cookies,Jenn H,Updated 11/25/21,NA,NA,Desserts,15 minutes,11 minutes,NA,26 minutes,24 cookies,5,"Preheat oven to 350 degrees Fahrenheit and line two baking sheets with parchment paper. Set aside.
In a large bowl, use a hand mixer to combine 1 (15.25-ounce) box strawberry cake mix, 1 (3.4-ounce) package strawberry creme instant pudding mix, 2 large eggs, ½ cup vegetable oil, and 2 drops red food coloring. The dough will be quite thick.
Scoop the dough using a small cookie scoop onto the prepared baking sheets, about 1 ½-2 tablespoons of dough each. Leave at least 2 inches between them.
Get the 10 snack-sized cookies 'n creme candy bars, and press a few pieces into each scoop of dough.
Bake for 10-11 minutes. The edges should be set, but the centers will look underdone. Remove the baking sheet from the oven and press a few white chocolate chips from the ½ cup white chocolate chips onto the empty spots of the cookies.",7,▢ 1 (15.25-ounce) box strawberry cake mix,▢ 1 (3.4-ounce) package strawberry creme instant pudding mix,▢ 2 large eggs,▢ ½ cup vegetable oil,▢ 2 drops red food coloring optional,"▢ 10 snack-sized cookies 'n creme candy bars, broken into small pieces",▢ ½ cup white chocolate chips,NA,NA,NA,NA,NA,NA,The Recipe Critic,https://therecipecritic.com/strawberry-cookies-n-cream-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Thumbprint Cookies with Cream Cheese Filling,Tiffany,Updated 11/25/21,3.67,3,Desserts,10 minutes,10 minutes,NA,20 minutes,40 Cookies,7,"Preheat oven to 350 degrees Fahrenheit and lightly spray a baking sheet with non-stick cooking spray.
In a large bowl, whisk the 1 cup softened butter and 1 cup sugar for about 2 minutes or until creamy. Stir in 1 egg, food 1 tablespoon red food coloring, and 1 teaspoon vanilla until completely blended.
Mix in the 2 ½ cups all-purpose flour, 3 tablespoons unsweetened cocoa powder, and ¼ teaspoon salt until combined.
Roll the dough into 1-inch balls and place them 2 inches apart on the prepared baking sheet.
Press a thumb into the center of each cookie to make an indentation, but be careful not to press all the way to the cookie sheet. Bake for 10-12 minutes. Allow to cool on cooling racks.
To make the frosting, whisk the 2 tablespoons softened butter and 2 ounces softened cream cheese together until light and fluffy (1-2 minutes) then add in ½ teaspoon vanilla.
Gradually mix in 2 cups powdered sugar until incorporated. Pipe into the center of each filled cookie. Add sprinkles if desired.",12,▢ 1 cup softened butter,▢ 1 cup sugar,▢ 1 egg,▢ 1 tablespoon red food coloring,▢ 1 teaspoon vanilla,▢ 2 ½ cups all-purpose flour,▢ 3 tablespoons unsweetened cocoa powder,▢ ¼ teaspoon salt,▢ 2 tablespoons softened butter,▢ 2 ounces softened cream cheese,▢ ½ teaspoon vanilla,▢ 2 cups powdered sugar,NA,The Recipe Critic,https://therecipecritic.com/red-velvet-thumbprint-cookies-with-cream-cheese-filling/,NA,NA,NA,NA,NA,NA,NA,NA,NA
