title,author,genre,rating,ratingnum,preptime,cooktime,totaltime,additionaltime,cooltime,chilltime,baketime,standtime,servings,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,additionaltime...47,preptime...48,source,link
Chocolate Chip Cookie Layer Cake,Karina,Birthday Cake Recipes,4.3,21,30 mins,15 mins,1 hr 45 mins,1 hr,NA,NA,NA,NA,16 ,1 (10-inch round) cookie cake,15,"1 cup butter, softened",1 cup brown sugar,1 cup white sugar,2 large eggs,2 teaspoons vanilla extract,1 teaspoon baking soda,½ teaspoon salt,3 cups all-purpose flour,1 (12 ounce) bag semisweet chocolate chips,",","½ cup butter, melted",⅓ cup milk,1 teaspoon vanilla extract,3 cups confectioners' sugar,⅔ cup cocoa powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/234481/chocolate-chip-cookie-layer-cake/
Birthday Bones,CHILE1,Pet Treat Recipes,4.8,394,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,18 ,18 treats,4,2 cups whole wheat flour,1 tablespoon baking powder,1 cup unsalted natural peanut butter,1 cup skim milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/27197/birthday-bones/
"Sweet Potato ""Cookies""",Natalie Dalla-Vicenza,NA,NA,NA,10 mins,20 mins,30 mins,NA,NA,NA,NA,NA,3 ,3 servings,7,1 tablespoon sunflower seed oil,"2 teaspoons ground cinnamon, divided","2 teaspoons salt, divided",1 teaspoon ground coriander,1 teaspoon ground cumin,"1  sweet potato, peeled and cut into 1/2-inch disks","1 teaspoon brown sugar, or more to taste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/242085/sweet-potato-cookies/
Vegan and Gluten-Free Chocolate Chip Cookies,elanaspantry,Chocolate Chip Cookie Recipes,NA,NA,15 mins,7 mins,23 mins,1 mins,NA,NA,NA,NA,20 ,20 cookies,9,2 ½ cups blanched almond flour,2 tablespoons blanched almond flour,5 ounces vegan chocolate chips,½ teaspoon Celtic sea salt,½ teaspoon baking soda,9 tablespoons grapeseed oil,⅓ cup agave nectar,2 teaspoons agave nectar,1 tablespoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/260202/vegan-and-gluten-free-chocolate-chip-cookies/
Vincent's Pistachio-Dark Chocolate Chip Cookies,Vincent Warnock,Pistachio Recipes,NA,NA,20 mins,10 mins,40 mins,10 mins,NA,NA,NA,NA,40 ,40 cookies,11,¼ cup crushed pistachios,2 ½ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,"1 cup unsalted butter, melted",¾ cup brown sugar,¾ cup white sugar,2 large eggs,2 teaspoons vanilla extract,1 cup crushed pistachios,½ cup dark chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/286077/vincents-pistachio-dark-chocolate-chip-cookies/
Persimmon Date Drop Cookies,Nancy Anne Morris Martin,Date Cookies,NA,NA,20 mins,10 mins,40 mins,10 mins,NA,NA,NA,NA,72 ,72 cookies,12,2 ½ cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,1 cup white sugar,1 cup brown sugar,½ cup coconut oil,½ cup butter,1 cup persimmon puree,2  eggs,2 teaspoons vanilla extract,2 cups unsweetened date pieces,1 ¾ cups rolled oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/259208/persimmon-date-drop-cookies/
Gingerbread Cookie Icing,NA,Cookie Frosting,4.7,27,10 mins,NA,10 mins,NA,NA,NA,NA,NA,4 ,1/2 cup,3,1 cup confectioners' sugar,"1 ½ tablespoons milk, or as needed",10 drops food coloring or as desired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11102/gingerbread-cookie-frosting/
Scandinavian Almond Bars,Marji Stark,Scandinavian,4.7,134,10 mins,10 mins,30 mins,10 mins,NA,NA,NA,NA,48 ,4 dozen,12,½ cup butter,1 cup white sugar,1  egg,½ teaspoon almond extract,1 ¾ cups all-purpose flour,2 teaspoons baking powder,¼ teaspoon salt,½ cup sliced almonds,2 tablespoons milk,1 cup confectioners' sugar,¼ teaspoon almond extract,¼ cup milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11534/scandinavian-almond-bars/
Darlene's Dirt Cake,DARLENEL,Cake Mix Cake Recipes,4.6,114,30 mins,NA,3 hrs 30 mins,3 hrs,NA,NA,NA,NA,24 ,1 (9x13-inch) cake,9,1 (20 ounce) package chocolate sandwich cookies with creme filling,"1 (8 ounce) package cream cheese, softened",1 cup confectioners' sugar,"¼ cup unsalted butter, softened",1 teaspoon vanilla extract,3 cups milk,2 (3.9 ounce) packages instant chocolate pudding mix,"1 (12 ounce) container frozen whipped topping, thawed",15  gummi worms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/8294/dirt-cake-ii/
Country Oatmeal Cookie in a Jar,CARRIKER,Oatmeal Cookie Recipes,4.2,91,15 mins,0 mins,15 mins,NA,NA,NA,NA,NA,24 ,NA,8,¾ cup white sugar,¾ cup packed brown sugar,1 cup rolled oats,1 ½ cups all-purpose flour,1 ½ teaspoons baking powder,½ teaspoon salt,1 cup semisweet chocolate chips,1 cup chopped walnuts (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15261/country-oatmeal-cookie-in-a-jar/
Empire Biscuits,Marcie,Scottish,4.7,67,10 mins,10 mins,20 mins,NA,NA,NA,NA,NA,48 ,4 dozen,7,"2 cups butter, softened",1 cup white sugar,4 cups sifted all-purpose flour,1 cup raspberry preserves,24  maraschino cherries,8 cups confectioners' sugar,½ cup milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/19263/empire-biscuits/
Gingerbread Boys,JBS BOX,Gingerbread Cookie Recipes,4.5,427,15 mins,10 mins,2 hrs 25 mins,2 hrs,NA,NA,NA,NA,60 ,5 dozen,11,1 ½ cups white sugar,"1 cup butter, softened",1 large egg,2 tablespoons dark corn syrup,1 ½ tablespoons orange zest,3 cups all-purpose flour,2 teaspoons baking soda,2 teaspoons ground cinnamon,1 teaspoon ground ginger,½ teaspoon ground cloves,½ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11165/gingerbread-boys/
Alfajores Argentinean Style,Christina-Chrisi Marvasi,Argentinian,4.4,69,30 mins,10 mins,1 hr 20 mins,40 mins,NA,NA,NA,NA,36 ,3 dozen cookies,13,2 ½ cups cornstarch,1 ⅔ cups unbleached all-purpose flour,2 teaspoons baking powder,½ teaspoon baking soda,"1 cup unsalted butter, softened",¾ cup white sugar,3 egg yolks,2 teaspoons lemon zest,1 teaspoon vanilla rum,½ teaspoon vanilla extract,½ teaspoon lemon extract,1 (11.5 ounce) jar dulce de leche,½ cup unsweetened shredded coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/187786/alfajores-argentinean-style/
The Perfect Chocolate Chip Cookie,Emily,Drop Cookie Recipes,4.2,279,10 mins,10 mins,30 mins,10 mins,NA,NA,NA,NA,24 ,2 dozen,10,2 ½ cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,1 cup vegetable oil,1 cup packed brown sugar,½ cup white sugar,2  eggs,1 teaspoon vanilla extract,1 teaspoon almond extract,1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/25110/the-perfect-chocolate-chip-cookie/
Pistachio Cream Cheese Fingers,irenedee,Pistachio Recipes,4.2,128,30 mins,12 mins,1 hr 45 mins,1 hr 3 mins,NA,NA,NA,NA,100 ,8 dozen,11,"1 cup butter, softened",1 cup white sugar,"1 (8 ounce) package cream cheese, softened",1  egg,1 teaspoon vanilla extract,2 ¼ cups all-purpose flour,1 (3 ounce) package instant pistachio pudding mix,1 teaspoon baking powder,½ teaspoon salt,3 (1 ounce) squares semisweet chocolate,1 teaspoon shortening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10948/pistachio-cream-cheese-fingers/
Chocolate Coated Peanut Butter Crackers,Barb,Peanut Butter Cookie Recipes,4.8,129,30 mins,5 mins,50 mins,15 mins,NA,NA,NA,NA,40 ,40 sandwich cookies,4,¾ cup creamy or chunky peanut butter,"2 pounds chocolate almond bark, broken into pieces",80  buttery round crackers (such as Ritz®),2 ¼ ounces colored candy sprinkles (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10445/chocolate-coated-peanut-butter-crackers/
Melted SnowMan Cookie,tarahwilliams,Sugar Cookie Recipes,5,2,1 hr,10 mins,1 hr 55 mins,45 mins,NA,NA,NA,NA,12 ,12 cookies,15,"¾ cup butter, softened",¾ cup white sugar,1 teaspoon baking powder,¼ teaspoon salt,1  egg,1 tablespoon milk,1 teaspoon vanilla extract,2 cups all-purpose flour,",",12  large marshmallows,3 cups confectioners' sugar,¼ cup water,½ cup chocolate chips,"1 drop red food coloring, or as desired","1 drop yellow food coloring, or as desired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/235460/melted-snowman-cookie/
Deep-Fried Oreos,Olivia C,Carnivals and Fairs,4.8,321,10 mins,20 mins,30 mins,NA,NA,NA,NA,NA,30 ,30 cookies,6,2 quarts vegetable oil for frying,1 cup milk,1  large egg,2 teaspoons vegetable oil,1 cup pancake mix,1 (18 ounce) package cream-filled chocolate sandwich cookies (such as Oreo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/166081/deep-fried-oreos/
Oatmeal Chocolate Coconut Chewy,Woody Broadhurst,Oatmeal Cookie Recipes,4.8,588,15 mins,10 mins,30 mins,5 mins,NA,NA,NA,NA,30 ,5 dozen,13,1 ¼ cups packed brown sugar,"1 cup butter, softened",½ cup white sugar,2 large eggs,2 tablespoons milk,2 teaspoons vanilla extract,1 ¾ cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt (Optional),3 cups rolled oats,2 cups semisweet chocolate chips,1 cup chopped walnuts (Optional),1 cup shredded coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10245/oatmeal-chocolate-coconut-chewy/
No-Bake Oreo Cheesecake,Allrecipes Member,No-Bake Cheesecake Recipes,4.7,82,20 mins,NA,4 hrs 20 mins,4 hrs,NA,NA,NA,NA,20 ,1 (9x13-inch) cheesecake,7,"1 (18 ounce) package Oreo Cookies, divided","¼ cup unsalted butter, melted",",","4 (8 ounce) packages Philadelphia Cream Cheese, softened",¾ cup sugar,1 teaspoon vanilla,"1 (8 ounce) tub Cool Whip Whipped Topping, thawed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/194369/philadelphia-oreo-no-bake-cheesecake/
Chocolate Raspberry Cloud,Emily Lewis,No-Bake Pie Recipes,4.4,38,NA,NA,NA,NA,NA,NA,NA,NA,8 ,1 to 9 - inch pie,10,1 ½ cups finely crushed chocolate wafer cookies,"3 tablespoons butter, melted",2 cups heavy cream,½ cup white sugar,1 teaspoon vanilla extract,½ cup raspberry syrup,1 (9 ounce) package thin chocolate wafers,¼ cup fresh raspberries (Optional),1 tablespoon chopped fresh mint leaves (Optional),⅛ cup semisweet chocolate curls (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15763/chocolate-raspberry-cloud/
Dirt Cake,Tammy Hooper,Cake Mix Cake Recipes,4.7,808,20 mins,NA,20 mins,NA,NA,NA,NA,NA,10 ,1 medium flower pot,7,32 ounces chocolate sandwich cookies with creme filling,"1 (8 ounce) package cream cheese, softened","½ cup butter, softened",½ cup confectioners' sugar,3 ½ cups milk,"1 (12 ounce) container frozen whipped topping, thawed",2 (3.5 ounce) packages instant vanilla pudding mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/7255/dirt-cake-i/
Chef John's Russian Tea Cakes,NA,Christmas Cookie Recipes,4.7,105,15 mins,15 mins,35 mins,5 mins,NA,NA,NA,NA,14 ,28 to 32 cookies,8,"1 cup unsalted butter, room temperature",1 cup finely chopped toasted walnuts,"⅓ cup confectioners' sugar, packed",1 teaspoon vanilla extract,⅛ teaspoon salt,2 cups all-purpose flour,2 tablespoons all-purpose flour,"1 cup confectioners' sugar for dusting, or more as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/245725/chef-johns-russian-tea-cakes/
Jam Kolaczki,Karen Wood,Polish,4.2,211,45 mins,15 mins,1 hr,NA,NA,NA,NA,NA,12 ,2 dozen,5,"½ cup butter, softened","3 ounces cream cheese, softened",1 ¼ cups all-purpose flour,¼ cup strawberry jam,¼ cup sifted confectioners' sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10230/jam-kolaches/
Mrs. Fields Cookie Recipe II,Sonnia,Drop Cookie Recipes,4.7,104,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,112 ,112 cookies,13,"2 cups unsalted butter, softened",2 cups white sugar,2 cups packed brown sugar,4  eggs,2 teaspoons vanilla extract,5 cups rolled oats,4 cups all-purpose flour,2 teaspoons baking powder,2 teaspoons baking soda,1 teaspoon salt,4 cups semisweet chocolate chips,3 cups chopped walnuts,8 ounces finely grated chocolate bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10029/mrs-fields-cookie-recipe-ii/
Peppermint Meringues,KATHY,Meringue Cookies,4.7,673,20 mins,1 hr 30 mins,5 hrs,3 hrs 10 mins,NA,NA,NA,NA,48 ,4 dozen,5,2  egg whites,⅛ teaspoon salt,⅛ teaspoon cream of tartar,½ cup white sugar,"2  peppermint candy canes, crushed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9857/peppermint-meringues/
Crispy Gingersnaps,Larry Goldsmith,Spice Cookie Recipes,4.6,157,10 mins,12 mins,22 mins,NA,NA,NA,NA,NA,36 ,3 dozen,9,¾ cup shortening,1 cup white sugar,1  egg,¼ cup molasses,2 cups all-purpose flour,2 teaspoons baking soda,½ teaspoon salt,1 teaspoon ground cinnamon,1 tablespoon ground ginger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9703/crispy-gingersnaps/
Sesame Lemon Crisps,Camellia,NA,4.5,34,NA,NA,NA,NA,NA,NA,NA,NA,5 ,5 dozen,7,½ cup butter,1 cup packed brown sugar,1 ½ teaspoons lemon zest,"1  egg, beaten","½ cup sesame seeds, toasted",1 cup all-purpose flour,¼ teaspoon baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/16316/sesame-lemon-crisps/
Giant OREO Cookie Cake,Oreo,NA,4.6,66,20 mins,30 mins,1 hr 20 mins,30 mins,NA,NA,NA,NA,16 ,NA,10,1 (15.25 ounce) package Duncan Hines Devil's Food cake mix,1 cup water,3 large eggs,⅓ cup vegetable oil,4 ounces semisweet baking chocolate,¼ cup butter,"1 (8 ounce) package cream cheese, softened",½ cup white sugar,2 cups thawed frozen whipped topping,"12 Oreo cookies, coarsely crushed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/229410/giant-oreo-cookie-cake/
Kirsten's Dark Chocolate Chip Cookie Bars,KIRSTENLIV,Bar Cookie Recipes,4.6,123,15 mins,40 mins,55 mins,NA,NA,NA,NA,NA,24 ,2 dozen bars,10,"1 cup butter, melted",1 cup dark brown sugar,½ cup white sugar,2  eggs,1 teaspoon vanilla extract,2 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,¼ teaspoon baking powder,2 cups dark chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/256172/kirstens-dark-chocolate-chip-cookie-bars/
Chow Mein Noodle Cookie,Carol,NA,4.5,105,5 mins,10 mins,15 mins,NA,NA,NA,NA,NA,36 ,NA,3,3 cups butterscotch chips,1 (5 ounce) can chow mein noodles,1 cup peanuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9519/chow-mein-noodle-cookie/
Apricot Cream Cheese Thumbprints,Mellan,Thumbprint Cookie Recipes,4.5,330,30 mins,30 mins,2 hrs,1 hr,NA,NA,NA,NA,84 ,7 dozen,10,"1 ½ cups butter, softened",1 ½ cups white sugar,"1 (8 ounce) package cream cheese, softened",2  eggs,2 tablespoons lemon juice,1 ½ teaspoons lemon zest,4 ½ cups all-purpose flour,1 ½ teaspoons baking powder,1 cup apricot preserves,⅓ cup confectioners' sugar for decoration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10201/apricot-cream-cheese-thumbprints/
Watermelon Cookie,Linda,NA,4.5,32,20 mins,10 mins,3 hrs 30 mins,3 hrs,NA,NA,NA,NA,18 ,3 dozen cookies,14,2 cups all-purpose flour,1 ½ teaspoons baking powder,½ teaspoon salt,½ cup shortening,"⅓ cup butter, softened",¾ cup white sugar,1 large egg,1 tablespoon milk,1 teaspoon vanilla extract,"3 drops red food coloring, or as needed",⅓ cup mini semisweet chocolate chips,1 ½ cups confectioners' sugar,2 tablespoons water,"3 drops green food coloring, or as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11468/watermelon-cookie/
Oatmeal Whoopie Pies,Vonieta Stogner,Whoopie Pie Recipes,4.4,149,40 mins,10 mins,50 mins,NA,NA,NA,NA,NA,18 ,18 whoopie pies,16,2 cups packed brown sugar,"¾ cup unsalted butter, softened",2 large eggs,2 ½ cups all-purpose flour,1 teaspoon ground cinnamon,1 teaspoon baking powder,1 teaspoon baking soda,½ teaspoon salt,3 tablespoons boiling water,2 cups quick cooking oats,",",2 cups confectioners' sugar,"1 large egg white, beaten",2 tablespoons milk,1 teaspoon vanilla extract,¾ cup shortening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11332/oatmeal-whoopie-pies/
Sugar Cookie Glaze,cyndi,Cookie Frosting,4.4,445,10 mins,NA,10 mins,NA,NA,NA,NA,NA,24 ,1/2 cup of glaze,4,1 cup confectioners' sugar,2 tablespoons water,1 tablespoon light corn syrup,10 drops food coloring (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11082/sugar-cookie-glaze/
Hermits I,Corrinne,Molasses Cookie Recipes,4.4,42,NA,NA,NA,NA,NA,NA,NA,NA,48 ,4 dozen,12,"1 cup butter, softened",1 ½ cups white sugar,1 teaspoon ground allspice,1 teaspoon ground cinnamon,1 teaspoon ground cloves,3  eggs,3 ¼ cups all-purpose flour,1 teaspoon baking soda,1 cup raisins,½ cup molasses,½ teaspoon salt,½ cup chopped walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9757/hermits-i/
Benne Wafers,Holly,Drop Cookie Recipes,4.6,57,15 mins,25 mins,40 mins,NA,NA,NA,NA,NA,72 ,6 dozen,8,1 cup sesame seeds,1 ½ cups packed brown sugar,1 cup all-purpose flour,"¾ cup butter, melted",1 large egg,1 teaspoon vanilla extract,¼ teaspoon salt,¼ teaspoon baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11215/benne-wafers/
World's Best Oreo Fudge,Lori,Fudge Recipes,4.5,94,15 mins,5 mins,20 mins,NA,NA,NA,NA,NA,48 ,1 (9x13-inch) pan,8,3 cups white sugar,¾ cup butter,⅔ cup evaporated milk,2 cups white chocolate chips,1 (7 ounce) jar marshmallow creme,1 teaspoon vanilla extract,½ cup crumbled chocolate sandwich cookies (such as Oreo),1 cup crushed chocolate sandwich cookies (such as Oreo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/230281/worlds-best-oreo-fudge/
Neiman Marcus Chocolate Chip Cookie,Ashleigh Scott,Drop Cookie Recipes,4.5,282,30 mins,10 mins,40 mins,NA,NA,NA,NA,NA,12 ,12 cookies,11,½ cup unsalted butter,1 cup packed brown sugar,3 tablespoons white sugar,1  egg,2 teaspoons vanilla extract,1 ¾ cups all-purpose flour,½ teaspoon baking soda,½ teaspoon baking powder,½ teaspoon salt,1 ½ teaspoons instant espresso coffee powder,1 ½ cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15462/neiman-marcus-chocolate-chip-cookie/
Grandma Amico's Buttermilk Sugar Cookie Cutouts,Lindsey Vedder,Cut-Out Cookie Recipes,4.5,6,15 mins,10 mins,2 hrs 40 mins,2 hrs 15 mins,NA,NA,NA,NA,24 ,2 dozen cookies,13,1 cup white sugar,½ cup shortening,½ cup buttermilk,1 large egg,1 teaspoon vanilla extract,3 cups all-purpose flour,1 tablespoon baking powder,1 teaspoon baking soda,½ teaspoon salt,",","1 cup confectioners' sugar, or more as needed","1 tablespoon milk, or more as needed","colored sprinkles, as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/276802/grandma-amicos-buttermilk-sugar-cookie-cutouts/
Chocolate Hockey Pucks,Arizona Desert Flower,NA,4.7,9,15 mins,3 mins,48 mins,30 mins,NA,NA,NA,NA,16 ,16 hockey pucks,4,16  chocolate sandwich cookies (such as Oreo®),16  chocolate-covered peanut butter cups (such as Reese's®),1 (12 ounce) bag semi-sweet chocolate chips,2 tablespoons shortening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/233080/chocolate-hockey-pucks/
Gingerbread Snowflakes,NA,Gingerbread Cookie Recipes,4.9,7,30 mins,NA,2 hrs 15 mins,NA,30 mins,1 hr,15 mins,NA,30 ,NA,18,2 cups all-purpose flour,2 tablespoons all-purpose flour,1 tablespoon unsweetened cocoa powder,2 teaspoons ground ginger,1 ½ teaspoons ground cinnamon,1 ½ teaspoons baking soda,½ teaspoon fine salt,¼ teaspoon ground cloves,⅛ teaspoon ground black pepper (Optional),⅛ teaspoon cayenne pepper (Optional),"12 tablespoons unsalted butter, softened",⅔ cup white sugar,¼ cup molasses,½ teaspoon vanilla extract,1 large egg,",",1 cup powdered sugar,"4 teaspoons water, or as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/8513071/gingerbread-snowflakes/
