title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,source,link,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
Doubled Stuffed Biscoff Cookies,Jennifer Lee,"by Jennifer Lee on Mar 29, 2012 (updated May 10, 2024)",NA,NA,Cookies,20 minutes,12 minutes,NA,32 minutes,16 cookies,4,"Preheat oven to 350°F. In a stand of an electric mixer, beat the butter and sugars until light and fluffy. Add eggs and vanilla, creamy biscoff, and mix until batter is smooth.
Place flour and baking soda into a small bowl. Add to batter and mix on low speed until combined. Fold in chocolate chips. Batter will remain sticky and wet. You can refrigerate batter for about 1/2 hour to have firmer dough to work with, or you can work with the dough as is, but some of it will cling to your hands as you stuff it with the remaining Biscoff. I chose to just work with the batter as is because I didn't have the patience to refrigerate it.
Scoop a large spoonful of dough and flatten it into the palm of your hand. Add in about 1 tbsp of crunchy Biscoff spread into the middle. Then fold cookie dough back up so that it seals and covers the Biscoff spread entirely.
Bake for about 12 minutes or until edges are golden brown. Remove and let cool for a few minutes before serving.",10,▢ 1/2 cup unsalted butter,▢ 2/3 cup granulated sugar,▢ 1/2 cup brown sugar,Kirbie's Cravings,https://kirbiecravings.com/double-stuffed-biscoff-cookies/,▢ 2 large eggs,▢ 1 tsp vanilla,▢ 1/2 cup Biscoff creamy spread,▢ 2 1/2 cups all-purpose flour,▢ 1 tsp baking soda,▢ 1 cup chocolate chips,▢ 1/2 cup Biscoff crunchy spread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookies and Cream Cookies,Jennifer Lee,"by Jennifer Lee on Mar 18, 2012 (updated Feb 29, 2024)",4.80,5,Cookies,15 minutes,12 minutes,NA,27 minutes,2 dozen,4,"Preheat oven to 350°F. Line baking sheets with parchment paper. In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients on low speed until dough is formed. This should only take about 30 seconds to 1 minute. You want to be careful not to overmix the dough. 
Add oreos directly into batter and beat on medium high speed until oreos are crushed and blended into dough. This should only take a few seconds. Lightly roll dough into balls about 1 1/2 inch in diameter and place onto ungreased cookie sheets lined with parchment paper about 2 inches apart.
Bake about 11-12 minutes in the preheated oven, or until golden around the edges. Cookies will be initially puffy when taken out from oven and will flatten after they cool.",8,▢ 2 3/4 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1/2 teaspoon baking powder,Kirbie's Cravings,https://kirbiecravings.com/chewy-cookies-and-cream-cookies/,"▢ 1 cup unsalted butter, softened",▢ 1 1/2 cups white sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ about 14 oreo cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Mar 5, 2012 (updated Sep 8, 2023)",5,5,Cookies,10 minutes,10 minutes,NA,20 minutes,24 cookies,5,"Preheat oven to 350°F and line baking sheets with parchment paper.
Whisk together mashed bananas, sugar, vegetable oil, vanilla and egg in a large bowl . In a separate bowl, whisk together together flour, baking powder, baking soda, ground cinnamon, and salt. Add the flour mixture to wet mixture and stir until combined.
Stir in the chocolate chips.
Using a cookie scooper or small ice cream scoop, scoop large tablespoons full of dough and drop onto cookie sheet, about 2 inches apart. The cookie batter will be very wet and sticky. You won't be able to handle it with your hands.
Bake for approximately 10 minutes or until lightly brown and firm. Let cookies finish cooling on wire rack before eating.",11,▢ 1 cup mashed overripe bananas,▢ 1 cup white sugar,▢ 1/2 cup vegetable oil,Kirbie's Cravings,https://kirbiecravings.com/banana-chocolate-chip-cookies/,▢ 1 large egg,▢ 2 cups all-purpose flour,▢ 2 teaspoons baking powder,▢ 2 teaspoons ground cinnamon,▢ 1/4 teaspoon salt,▢ 1 teaspoon baking soda,▢ 1 tablespoon vanilla extract,▢ 1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Peanut Butter and Jelly Cookies,Jennifer Lee,"by Jennifer Lee on Feb 29, 2012 (updated Feb 8, 2021)",NA,NA,Cookies,10 minutes,10 minutes,NA,20 minutes,2 dozen,3,"Preheat oven to 350°F. Line baking sheets with parchment paper. Mix everything except jam in medium bowl until smooth. Batter will be very sticky and wet.
Scoop generous 1 tablespoon dough and place onto cookie sheet, space about 2 inches apart. Using moistened hands, shape dough on sheets to form balls. Press thumb in the middle of each ball to form a well. Place a 1/2 tsp of jam in the center of each ball.
Bake cookies until golden about 10 minutes. Cookies will still be very soft and not set. Leave cookies on sheet to cool and set before removing cookies from sheets.",6,▢ 1 cup chocolate peanut butter,▢ 1 cup packed golden brown sugar,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/flourless-chocolate-peanut-butter-and-jelly-cookies/,▢ 1 teaspoon baking soda,▢ 1/2 teaspoon vanilla extract,▢ Jam or jelly for filling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biscoff Chewy Sugar Cookies,Jennifer Lee,"by Jennifer Lee on Feb 20, 2012 (updated Mar 26, 2021)",5,2,Cookies,10 minutes,8 minutes,NA,18 minutes,NA,4,"Preheat oven to 350°F.
Cream butter with both sugars until light and fluffy. Mix in the egg, vanilla, and Biscoff.
In a separate bowl, mix the flour, baking soda, and salt. Then add into the wet mixture until just combined.
Drop the dough by large tablespoons onto baking sheet and bake for 6-8 minutes.",9,"▢ ½ cup unsalted butter, at room temperature",▢ ½ cup granulated sugar,▢ ½ cup packed light brown sugar,Kirbie's Cravings,https://kirbiecravings.com/biscoff-cookies/,▢ ½ cup Biscoff spread,▢ 1 egg,▢ 1 tsp. vanilla,▢ 1 ½ cups flour,▢ 1 tsp. baking soda,▢ ¼ tsp. salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Cookies,Jennifer Lee,"by Jennifer Lee on Feb 16, 2012 (updated Nov 27, 2020)",NA,NA,Cookies,10 minutes,8 minutes,NA,18 minutes,NA,4,"Preheat oven to 350°F.
Cream butter with both sugars until light and fluffy. Mix in the egg, vanilla, and Nutella.
In a separate bowl, mix the flour, baking soda, and salt. Then add into the wet mixture until just combined.
Drop the dough by large tablespoons onto baking sheet, about 2 inches apart, and bake for about 8 minutes. Cookies are done when the middle section looks cooked. Cookies will be puffy and will sinks down when cooled and create crackly surface.",9,"▢ ½ cup unsalted butter, at room temperature",▢ ½ cup minus 2 tbsp granulated sugar,▢ ½ cup minus 2 tbsp light brown sugar,Kirbie's Cravings,https://kirbiecravings.com/nutella-cookies/,▢ ½ cup Nutella,▢ 1 egg,▢ 1 tsp. vanilla,▢ 1 ½ cups flour,▢ 1 tsp. baking soda,▢ ¼ tsp. salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hot Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Dec 8, 2014 (updated Dec 16, 2020)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,13 cookies,5,"Preheat the oven to 350°F. Line baking sheets with parchment paper or silicone baking mats.
Cream the butter and sugar on medium-high speed until light and fluffy. Beat in the egg.
Add the flour, hot chocolate mix, cocoa powder and baking powder to the bowl and mix on low speed just until incorporated.
Make round cookie balls about 1 inch in diameter. Place balls onto cookie sheet about 2 inches apart. Snip large marshmallows in half. Press the sticky side of a half marshmallow into the center of chocolate cookie ball, until cookie flattens into a round disc and the marshmallow is partially buried into the center of the disc.
Bake about 10 minutes until cookies are done. Set oven to a low broil. Watching cookies carefully, broil for about 30 seconds to toast marshmallow tops until they turn a deep brown. Let cookies cool a few minutes before eating. If desired, sprinkle a pinch of chocolate shavings on top of each cookie. You can reheat cold cookies in microwave for about 15 seconds each so that marshmallow centers become melted again.",9,▢ 1/2 cup unsalted butter,▢ 1/2 cup granulated white sugar,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/hot-chocolate-cookies/,"▢ 1/4 cup hot chocolate cocoa mix, (see note)",▢ 1 cup + 2 tbsp all-purpose flour,▢ 1 tbsp unsweetened dutch processed cocoa powder,▢ 1/2 tsp. baking powder,▢ 7 large marshmallows,"▢ 1 tbsp chocolate shavings, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Biscoff Cookies,Jennifer Lee,"by Jennifer Lee on Feb 1, 2012 (updated May 10, 2024)",1,1,Cookies,10 minutes,10 minutes,NA,20 minutes,NA,4,"Preheat oven to 350°F. Line baking sheets with parchment paper. 
Mix everything except chocolate chips in medium bowl until smooth. Stir in chocolate chips. Batter will be very sticky and wet. 
Scoop about 1 tablespoon dough and place onto cookie sheet, space about 2 inches apart. Cookies will spread a lot during baking. Using moistened hands, try shape dough on the sheets to form balls.
Bake cookies until golden about 10 minutes. Careful not to overbake or the thin edges will turn crispy instead of chewy. Leave cookies on sheet to cool and set.",6,▢ 1 cup Biscoff spread,▢ 1 cup golden brown sugar,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/flourless-biscoff-cookies/,▢ 1 tsp baking soda,▢ 1/2 tsp vanilla extract,▢ 1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Chocolate Peanut Butter Cookies,Jennifer Lee,"by Jennifer Lee on Jan 25, 2012 (updated Mar 1, 2021)",NA,NA,Cookies,5 minutes,10 minutes,NA,15 minutes,15 cookies,4,"Preheat oven to 350°F. Line baking sheets with parchment paper. 
Mix everything except chocolate chips in medium bowl until smooth. Stir in chocolate chips. Batter will be very sticky and wet. 
Scoop generous 1 tablespoon dough and place onto cookie sheet, space about 2 inches apart. Using moistened hands, shape dough on sheets to form balls.
Bake cookies until golden about 10-12 minutes. Cookies will still be very soft and not set. Leave cookies on sheet to cool and set.",6,▢ 1 cup chocolate peanut butter,▢ 1 cup packed golden brown sugar,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/flourless-chocolate-peanut-butter-cookies/,▢ 1 tsp baking soda,▢ 1/2 tsp vanilla extract,▢ 1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Waffled Pumpkin Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Jan 25, 2012 (updated Sep 4, 2019)",NA,NA,Cookies,5 minutes,1 minute,NA,6 minutes,NA,2,"Whisk together pumpkin, sugar, vegetable oil, vanilla and egg in a large bowl. In a separate bowl, whisk together together flour, baking powder, baking soda, ground cinnamon, and salt. Add the flour mixture to pumpkin mixture and stir until combined. Stir in the chocolate chips if using.
Heat waffle iron and spray with oil so waffles don't stick. Take about an ice cream scoop worth of cookie dough and place in the middle of one of the four waffle sections. Repeat with other waffle sections (or you can do one section at a time). Check on batter after 1 minute. When batter is done, it won't be stuck to top of the waffle iron, should be golden brown and be fairly easy to remove. Use a fork to help remove waffles carefully from iron. Best eaten while warm.",11,▢ 1/2 cup canned pumpkin puree,▢ 1/2 cup white sugar,▢ 1/4 cup vegetable oil,Kirbie's Cravings,https://kirbiecravings.com/waffled-pumpkin-chocolate-chip-cookies/,"▢ 1 medium egg, if you are using a bigger egg, only use half",▢ 1 cup all-purpose flour,▢ 1 tsp baking powder,▢ 1 tsp ground cinnamon,▢ 1/8 tsp salt,▢ 1/2 tsp baking soda,▢ 1/2 tbsp vanilla extract,"▢ 1/2 cup semisweet chocolate chips, optional, makes the waffles more delicate. You might want to use mini ones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Biscoff Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Jan 24, 2012 (updated Nov 27, 2020)",NA,NA,Cookies,15 minutes,8 minutes,NA,23 minutes,NA,4,"Preheat oven to 350°F.
Cream butter with both sugars until light and fluffy. Mix in the egg, vanilla, and Biscoff.
In a separate bowl, mix the flour, baking soda, and salt. Then add into the wet mixture until just combined. Fold in the chocolate chips.
Drop the dough by large tablespoons onto baking sheet and bake for 6-8 minutes.",10,"▢ ½ cup unsalted butter, at room temperature",▢ ½ cup granulated sugar,▢ ½ cup packed light brown sugar,Kirbie's Cravings,https://kirbiecravings.com/chewy-biscoff-chocolate-chip-cookies/,▢ ½ cup Biscoff spread,▢ 1 egg,▢ 1 tsp vanilla,▢ 1 ½ cups flour,▢ 1 tsp baking soda,▢ ¼ tsp salt,▢ 1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microwave Pumpkin Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Jan 18, 2012 (updated Jan 9, 2021)",NA,NA,Cookies,5 minutes,12 minutes,NA,17 minutes,12 cookies,2,"Whisk together pumpkin, sugar, vegetable oil, vanilla and egg in a large bowl. In a separate bowl, whisk together together flour, baking powder, baking soda, ground cinnamon, and salt. Add the flour mixture to pumpkin mixture and stir until combined. Stir in the chocolate chips.
Cut parchment paper into small squares big enough to hold one individual cooked cookie. Place a large tablespoon of dough onto one piece of parchment paper. With slightly moistened hands, try to shape dough into a cookie shape. Cook in the microwave for 30 seconds. Repeat with remaining dough. Make sure to only cook one cookie at a time. Refrigerate or freeze unused dough.",11,▢ 1/2 cup canned pumpkin puree,▢ 1/2 cup white sugar,▢ 1/4 cup vegetable oil,Kirbie's Cravings,https://kirbiecravings.com/microwave-pumpkin-chocolate-chip-cookies/,▢ 1 medium egg,▢ 1 cup all-purpose flour,▢ 1 tsp baking powder,▢ 1 tsp ground cinnamon,▢ 1/8 tsp salt,▢ 1/2 tsp baking soda,▢ 1/2 tbsp vanilla extract,▢ 1/2 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Cookie Crisps,Jennifer Lee,"by Jennifer Lee on Jan 13, 2012 (updated Nov 27, 2020)",NA,NA,Cookies,10 minutes,10 minutes,NA,20 minutes,NA,4,"Preheat oven to 350°F. Line baking sheets with parchment paper. 
Mix everything except chocolate chips in medium bowl until smooth. Stir in chocolate chips. Batter will be sticky and wet. 
Scoop 1/2 tablespoon dough and place onto cookie sheet, space about 3 inches apart. Make sure to keep the cookie balls very small as they will spread a lot when baking.
Bake cookies about 9-10 minutes. Careful not to overbake or else cookies become more hard than chewy. Leave cookies on sheet to cool and set.",6,▢ 1 cup Nutella,▢ 1 cup brown sugar,▢ 1 tsp baking soda,Kirbie's Cravings,https://kirbiecravings.com/nutella-cookie-crisps/,▢ 1 large egg,▢ 6 tbsp flour,▢ 1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Hello Kitty Cheddar Crackers,Jennifer Lee,"by Jennifer Lee on Jan 12, 2012 (updated Jan 10, 2019)",NA,NA,Cookies,30 minutes,20 minutes,NA,50 minutes,54 (3/8-oz) crackers,4,"Line baking sheets with parchment paper or silpat mats.
Place the flour, salt, paprika, and onion powder in a food processor. Pulse a few times to combine the ingredients together. Add the butter and process until it is incorporated. Add the cheese and pulse again until the cheese is finely chopped. Add the yolks and water and process until a dough ball forms.
Transfer the dough to a work surface and knead it a few times. Divide the dough in half and roll out one half between two pieces of wax paper to a thickness of 3/8”, Peel off the wax paper and cut out crackers using a cookie cutter or stamp. Place the crackers on a baking sheet. Repeat this process with the other half of the dough. Transfer both baking sheets to the freezer for 15 minutes.
Preheat the oven to 325°F. Bake the crackers for 20 minutes. Cool the crackers completely before serving or storing in an airtight container.",8,▢ 1 1/3 cup all-purpose flour,▢ 1 tsp salt,▢ ½ tsp paprika,Kirbie's Cravings,https://kirbiecravings.com/homemade-hello-kitty-cheddar-crackers/,▢ ½ tsp onion powder,"▢ 6 tbsp unsalted butter, diced",▢ 8 oz shredded cheddar cheese,▢ 2 egg yolks,▢ 2 tbsp water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Sugar Cookies,Jennifer Lee,"by Jennifer Lee on Jan 11, 2012 (updated Aug 3, 2021)",NA,NA,Cookies,10 minutes,10 minutes,NA,20 minutes,3 dozen,3,"Preheat oven to 375°F (190°C). Line cookie sheets with parchment paper. In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugars until light and fluffy. Beat in egg, Nutella and vanilla. Gradually blend in the dry ingredients. Roll dough into balls about one inch in diameter and place onto cookie sheets about 2 inches apart. Using palm of hand, flatten cookie balls into round discs.
Bake 8 to 10 minutes in the preheated oven. Let cookies finish cooling before removing from cookie sheet.",9,▢ 2 3/4 cups all-purpose flour,▢ 1 tsp baking soda,▢ 1/2 tsp baking powder,Kirbie's Cravings,https://kirbiecravings.com/nutella-sugar-cookies/,"▢ 1 cup butter, softened",▢ 3/4 cup white sugar,▢ 3/4 cup brown sugar,▢ 1 egg,▢ 1 tsp vanilla extract,▢ 1 cup of Nutella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
