title,author,up_date,rating,ratingnum,comments,category,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20
Halloween Monster Cookies,Kate Dean,"January 18, 2023",5,8,10 Comments,Desserts,Dessert,American,15 minutes,7 minutes,NA,22 minutes,24 cookies,13,"Preheat the oven to 350 F. Line 2 baking sheets with parchment paper or silicone baking mats.
Microwave the butter in a large, microwave-safe bowl for about 40 seconds. Butter should mostly melted.
Whisk the butter until it is completely melted.
Add the sugars; mix until well-combined.
Stir in vanilla and egg until incorporated.
Add the flour, cocoa powder, baking soda, and salt. Please read the recipe note about properly measuring flour.
Mix dough until just combined. Dough should be soft and a little sticky but not overly sticky.
Stir in chocolate chips.
Scoop out 1.5 tablespoons of dough (medium cookie scoop).
Dip the top of the cookie dough into the sprinkles.
Gently press 2 candy eyes into the top of the dough.
Place dough 2 inches apart on baking sheet.
Bake for 7-10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.3",12,▢ ½ cup butter,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 1 large egg,▢ 1 ⅓ cups all-purpose flour¹,▢ ⅓ cup unsweetened cocoa powder2,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ ¼ cup mini semisweet chocolate chips,▢ Halloween sprinkles,I Heart Eating,https://www.ihearteating.com/halloween-monster-cookies/,▢ 48 small candy eyes,NA,NA,NA,NA,NA,NA,NA,NA
Turtle Cookies,Kate Dean,"January 18, 2023",5,4,8 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,53 minutes,36 cookies,13,"Preheat oven to 350 F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, beat butter and shortening together until well-combined.
Add sugars and beat until well-combined.
Mix in eggs and vanilla. Scrape down bowl as needed.
Add flour, cocoa powder, baking soda, and salt.
Stir in just until combined.
Cover and chill dough for 30 minutes.
Scoop dough by 1.5 tablespoon scoops.
Press pieces of caramel and pecans into the outside of the cookie dough.
Place cookie dough scoops 2 inches apart on the prepared baking sheet.
Bake for 8-11 minutes. The edges should be set but the middles should look soft and slightly underdone.
Cool on baking sheet for 10 minutes.
Transfer to a wire cooling rack to finish cooling.",12,▢ ¾ cup butter softened,▢ ¼ cup shortening,▢ 1 cup brown sugar packed,▢ ⅔ cup granulated sugar,▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 2 ¼ cups all-purpose flour,▢ ⅔ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¼ tsp salt,▢ 11 ounce bag caramels in small pieces,I Heart Eating,https://www.ihearteating.com/turtle-cookies/,▢ ⅔ cup chopped pecans,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookie Cake,Kate Dean,"February 23, 2023",5,6,8 Comments,Cookies,Dessert,American,15 minutes,15 minutes,NA,30 minutes,12 servings,11,"Preheat oven to 375F. Grease a 9-inch springform pan4 with nonstick baking spray. Set aside.
In a large bowl, whisk melted butter and sugars together until well-combined.
Whisk in egg and vanilla into the butter mixture until well-combined.
Add flour, baking soda, and salt to the wet ingredients.
Stir in just until combined.
Stir in chocolate chips.
Pour the chocolate chip cookie dough into prepared pan and spread until even.
Bake for 15-25 minutes. The edges should be set and golden brown.
Let the cake cool in pan for 20-30 minutes.
Run a thin knife around the edges to loosen and then remove the side of the pan.
Cut into wedges to serve.",9,▢ ½ cup butter melted,▢ ½ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ 1 ¼ cups all-purpose flour,▢ ¼ teaspoon baking soda,▢ ¼ teaspoon salt,▢ ⅔ cup semisweet chocolate chips,NA,NA,I Heart Eating,https://www.ihearteating.com/chocolate-chip-cookie-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Oreo Cookies,Kate Dean,"January 18, 2023",5,4,6 Comments,Desserts,Dessert,American,20 minutes,8 minutes,NA,58 minutes,36 cookies,13,"Preheat oven to 350 F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, beat butter and shortening together until well-combined.
Add sugars and beat until well-combined.
Mix in eggs and vanilla. Scrape down bowl as needed.
Add flour, cocoa powder, baking soda, and salt.
Stir in just until combined.
Add chopped cookies and chocolate chips.
Stir in just until combined.
Cover and chill dough for 30 minutes.
Scoop dough by 1.5 tablespoon scoops and place 2 inches apart on prepared baking sheet.
Bake for 8-11 minutes. The edges should be set but the middles should look soft and slightly underdone.
Cool on baking sheet for 10 minutes.
Transfer to a wire cooling rack to finish cooling.",12,▢ ¾ cup butter softened,▢ ¼ cup shortening,▢ 1 cup brown sugar packed,▢ ⅔ cup granulated sugar,▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 2 ¼ cups all-purpose flour,▢ ⅔ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¼ tsp salt,▢ 2 cups Oreo cookies coarsely chopped,I Heart Eating,https://www.ihearteating.com/chocolate-oreo-cookies/,▢ 1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Peanut Butter Cookies,Kate Dean,"July 15, 2020",5,3,4 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,23 minutes,16 cookies,8,"Preheat oven to 350 F. Line a cookie sheet with parchment paper or a silicone baking mat. Set aside.
In a large bowl, whisk the brown sugar, peanut butter, egg, melted butter, honey, vanilla extract, and chopped peanuts together until well-combined.
Add the flour, baking soda, and salt.
Stir in just until combined.
Scoop 1.5 tablespoon scoops of dough and place 2 inches apart on prepared baking sheet.
Gently flatten the dough for thinner cookies or leave mounded for thicker cookies.
Bake for 8-11 minutes, or until the centers are soft and the edges are set.
Let cool on baking sheet for 10 minutes before removing to a wire rack to finish cooling.",10,▢ ¾ cup brown sugar1 packed,▢ ½ cup creamy peanut butter2,▢ 1 large egg,▢ 2 tablespoons butter melted,▢ 1 tablespoon honey,▢ ½ teaspoon vanilla extract,▢ ⅓ cup chopped peanuts3,▢ ¾ cup all-purpose flour,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt4,NA,I Heart Eating,https://www.ihearteating.com/chewy-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Pudding Cookies,Kate Dean,"June 8, 2023",5,26,46 Comments,Desserts,Dessert,American,10 minutes,8 minutes,NA,18 minutes,30 cookies,8,"Preheat oven to 350 F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, cream together the butter and sugars.
Beat in the instant pudding mix until blended.
Stir in the eggs and vanilla.
Add the flour, baking soda, baking powder, and salt; stir in just until combined.
Stir in the chocolate chips.
Drop cookies by 1.5 tablespoons onto prepared baking sheets.
Bake for 8-12 minutes or until edges are set and the centers still look soft. Do not over-bake.",11,▢ 1 cup butter softened,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 3.4 ounce package instant vanilla pudding mix,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ 1 ½ cups semisweet chocolate chips,I Heart Eating,https://www.ihearteating.com/chocolate-chip-pudding-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edible Cookie Dough,Kate Dean,"August 20, 2024",5,12,28 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,10 servings,10,"Preheat oven to 350 F.
Spread flour on small (9×13-inch) rimmed baking sheet.
Bake flour for 10 minutes.
Set aside.
In a large bowl, beat butter and sugars together until well-combined.
Mix in vanilla extract.
Add flour and kosher salt, and mix in just until incorporated.
Stir in enough milk or cream to reach desired consistency.⁴ 
Stir in chocolate chips.
Store cookie dough covered in the fridge. ",8,▢ 1 ¼ cups all-purpose flour,▢ ½ cup butter softened,▢ ½ cup granulated sugar,▢ ¼ cup brown sugar packed,▢ 1 tablespoon vanilla extract,▢ ½ teaspooon kosher salt,▢ 2-4 tablespoons milk or heavy cream,▢ ½ cup mini semisweet chocolate chips,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/chocolate-dipped-cookie-dough-bites/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Kiss Cookies,Kate Dean,"February 21, 2025",5,3,4 Comments,Desserts,Dessert,American,15 minutes,6 minutes,NA,21 minutes,36 cookies,13,"In a large bowl, cream butter, peanut butter, and sugars together until well-combined.
Add egg and vanilla, and mix until well-combined.
Add flour, baking soda and salt.
Stir in just until incorporated.
If the dough is very soft, refrigerate for about 1 hour.
Preheat oven to 375 F.
Line a cookie sheet with a silicone baking mat or parchment paper.
Scoop dough in 1-inch balls.
Roll cookies in sugar and place 2 inches apart on cookie sheet.
Bake until puffed and edges are set, 6 to 8 minutes.
Remove from oven and gently press a chocolate kiss into the center of each cookie.
Let cool on baking sheet 5 minutes.
Remove to a wire rack to finish cooling.",10,▢ ½ cup butter at room temperature,▢ ½ cup smooth peanut butter,▢ ½ cup granulated sugar plus more for rolling,▢ ½ cup brown sugar packed,▢ 1 large egg,▢ 1 teaspoon vanilla,▢ 1 ¾ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 11 ounce package Hershey’s Kisses unwrapped,NA,I Heart Eating,https://www.ihearteating.com/peanut-butter-kiss-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chocolate Chip Pudding Cookies,Kate Dean,"March 14, 2025",5,13,34 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,40 cookies,8,"Preheat oven to 350 F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, cream together the butter and sugar.
Beat in the instant pudding mix until blended.
Stir in the eggs and vanilla.
Stir in the flour, baking soda, baking powder, and salt until just combined.
Stir in the chocolate chips.
Drop cookies by 1.5 tablespoons onto prepared baking sheets.
Bake for 10-12 minutes or until edges are set and centers are still soft.2",10,▢ 1 cup butter at room temperature,▢ 1 ¼ cups brown sugar packed,▢ 3.4 ounce package instant chocolate pudding mix,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ 2 ¼ cups sifted all-purpose flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ 1 ½ cups semisweet chocolate chips,NA,I Heart Eating,https://www.ihearteating.com/chocolate-chocolate-chip-pudding-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Chocolate Chocolate Chip Cookies,Kate Dean,"December 12, 2023",4.98,189,407 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,23 minutes,20 cookies,10,"Preheat the oven to 350 F. Line 2 baking sheets with parchment paper or silicone baking mats.
Microwave the butter in a large, microwave-safe bowl for about 40 seconds. Butter should be about 90% melted.
Whisk the butter until it is completely melted.
Add the sugars; mix until well-combined.
Stir in vanilla and egg until incorporated.
Add the flour, cocoa powder, baking soda, and salt. Please read the recipe note about properly measuring flour.
Mix dough until just combined. Dough should be soft and a little sticky but not overly sticky.
Stir in chocolate chips.
Scoop out 1.5 tablespoons of dough (medium cookie scoop) and place 2 inches apart on baking sheet.
Bake for 7-10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.3",10,▢ ½ cup butter,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 1 large egg,▢ 1 ⅓ cups all-purpose flour¹,▢ ⅓ cup unsweetened cocoa powder,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt2,▢ ¾ cup semisweet chocolate chips,NA,I Heart Eating,https://www.ihearteating.com/easy-chocolate-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oatmeal Raisin Cookie Recipe,Kate Dean,"June 7, 2022",5,13,17 Comments,Desserts,Dessert,American,15 minutes,11 minutes,NA,26 minutes,20 cookies,12,"Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mats. Set aside.
Melt butter in a small saucepan over medium-high heat, stirring occasionally, until the butter turns amber brown and smells nutty, about 2 minutes.
Pour the butter and any browned bits into a large, heatproof bowl.
Stir in the brown sugar, granulated sugar, and oil until combined.
Add the egg, egg yolk, and vanilla. Whisk in until combined.
Add flour, salt, baking soda, and cinnamon. Stir in just until combined.
Stir in oats and raisins.
Scoop dough by 1.5 tablespoon (medium cookie scoop) and place dough scoops 2 inches apart on prepared baking sheet.
Gently press the dough down slightly.
Bake 7-10 minutes, or until the edges of the cookies are set and the centers are soft.
Let cookies cool on sheet for 5 minutes.
Transfer to a wire cooling rack to cool completely.",13,▢ ¼ cup butter,▢ 1 cup dark brown sugar1 packed,▢ ¼ cup granulated sugar,▢ ½ cup vegetable oil,▢ 1 large egg,▢ 1 large egg yolk,▢ 2 teaspoons vanilla extract,▢ 1 cup+ 2 tablespoons all-purpose flour properly measured2,▢ ¾ teaspoon salt,▢ ½ teaspoon baking soda,▢ ¼ teaspoon ground cinnamon,I Heart Eating,https://www.ihearteating.com/oatmeal-raisin-cookies/,▢ 2 ¾ cups old-fashioned rolled oats,▢ ½ cup raisins3,NA,NA,NA,NA,NA,NA,NA
Flourless Fudge Cookies,Kate Dean,"January 18, 2023",4.97,30,303 Comments,Cookies,Dessert,American,5 minutes,8 minutes,NA,13 minutes,34 cookies,9,"Preheat the oven to 350°F.
Line two baking sheets with silicone baking mats. Spray mats with nonstick cooking spray. You can also line with parchment paper.
In a large bowl, whisk together the powdered sugar with cocoa powder and salt.
Stir in the vanilla and egg whites.
Whisk just until the batter is moistened.
Stir in the chocolate chips.
Scoop the batter by the tablespoonful onto the baking sheets. The batter will be thin. Leave enough space between each cookie for them to spread (about 2 ½” of space between each cookie).
Bake for 8-10 minutes, or until the tops are glossy and lightly cracked.
Let the cookies cool completely on the baking sheet, and store in an airtight container for up to 3 days.",6,▢ 3 cups powdered sugar,▢ ¾ cup unsweetened cocoa powder,▢ ¼ teaspoon salt,▢ 3-4 large egg whites1,▢ 1 tablespoon vanilla extract2,▢ ½ cup semisweet mini chocolate chips,NA,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/flourless-fudge-cookies-2/,NA,NA,NA,NA,NA,NA,NA,NA,NA
No Chill Gingerbread Men,Kate Dean,"December 6, 2023",4.93,26,43 Comments,Desserts,Dessert,American,15 minutes,11 minutes,NA,26 minutes,24 cookies,13,"Preheat oven to 350F. Line 2 baking sheets with parchment paper or silicone baking mats.
In a large, microwave-safe bowl, stir together the molasses, sugars, cinnamon, and ginger.
Microwave until the brown sugar has melted, about 60 seconds.
Add the butter, and mix until the butter has melted.
Continue mixing until well-combined and the butter has cooled slightly.
Mix in the eggs until well-combined.
Add the flour and baking soda, and stir in just until incorporated.
Transfer the dough to a well-floured surface.
Roll to 1/4-inch thick.
Cut dough into desired shapes, re-rolling the scraps as needed.
Bake until the cookies are puffed and soft in the center, about 10 minutes.
Let the cookies cool for 5 minutes and then transfer to a baking sheet to finish cooling.
Let the cookies cool to room temperature before decorating.",9,▢ ½ cup molasses1,▢ ½ cup dark brown sugar2 packed,▢ ¼ cup granulated sugar,▢ 2 teaspoons ground ginger3,▢ 1 ½ teaspoons ground cinnamon,▢ ¾ cup butter softened,▢ 2 large eggs at room temperature,▢ 3 ¾ cups all-purpose flour4 properly measured,▢ ½ teaspoon baking soda,NA,NA,I Heart Eating,https://www.ihearteating.com/no-chill-gingerbread-men/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Mint Cookies,Kate Dean,"January 18, 2023",5,7,15 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,53 minutes,36 cookies,13,"Preheat oven to 375F. Line baking sheets with parchment paper or silicone baking mat.
Melt butter in a large heavy saucepan.
Remove from heat, and stir brown sugar into melted butter.
Let stand 5 minutes.
Add eggs; stir to combine.
Stir in vanilla and peppermint extracts.
Add flour, cocoa powder, baking soda, and salt. Stir until just combined.
Stir in chocolate chips just until incorporated.
Cover and chill for at least 30 minutes. If the dough has been in the fridge for more than 2 hours, let it sit for about 10 minutes before scooping and baking.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 8-10 minutes, or until the edges of the cookies are set. The center will look soft and slightly underdone.
Let cool on cookie sheet for 5 minutes.
Remove to wire rack to finish cooling.",10,▢ 1 cup butter,▢ 1 ½ cups brown sugar packed,▢ 2 large eggs,▢ 2 teaspoons peppermint extract NOT spearmint,▢ ½ teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour¹,▢ ⅓ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt²,▢ 10 ounces dark chocolate chips,NA,I Heart Eating,https://www.ihearteating.com/chocolate-mint-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
