title,author,dateentry,dateupdate,rating,ratingnum,category,cuisine,keyword,preptime,cooktime,customtime,totaltime,yield,maybehasyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Norwegian Chocolate Chip Cookies,Shelly,"Posted: Sep 6, 2019","Updated: Apr 3, 2025",NA,NA,Cookies,NA,NA,10 minutes,15 minutes,NA,25 minutes,40 cookies 1x,NA,7,"Preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with paddle attachment, combine butter and 1 1/3 cups sugar on medium speed for 2 minutes until light and fluffy. Add in eggs, vanilla, salt, and baking powder and mix until combined, scraping sides of bowl as necessary.
Turn the mixer to low and add in flour until just combined. Stir in chocolate chips.
Divide dough into 4 equal portions. On a lightly floured surface roll each portion into 15- inch long strips. Place 2 dough strips onto the prepared pan. Press strips to flatten until they are approximately 2 1/2 inches in diameter.
Combine ground cinnamon and 3 tablespoons sugar and sprinkle this on top of strips.
Bake for 15 minutes, or until the edges are lightly golden. Immediately cut each into cookie strips using a pizza cutter or sharp knife.
Transfer to a wire rack to cool. ",10,"1 cup butter, room temperature",1 1/3 cup granulated sugar,2 large eggs,1 teaspoon vanilla extract,1/2 teaspoon kosher salt,Cookies & Cups,https://cookiesandcups.com/norwegian-chocolate-chip-cookies/,1 teaspoon baking powder,3 cups all-purpose flour,1 cup mini chocolate chips,3/4 teaspoon ground cinnamon,3 tablespoons granulated sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Dough Stuffed Chocolate Sprinkle Cookies,Shelly,"Posted: Sep 2, 2019","Updated: Aug 6, 2020",5,1,Cookies,NA,NA,20 minutes,10 minutes,NA,30 minutes,16 cookies 1x,NA,15,"Using you hand or a stand mixer mix together the butter, sugar, and vanilla until combined.
Mix in the flour until incorporated.
Stir in the M&Ms until evenly incorporated.
Cover and refrigerate for at least 2 hours.
In the bowl of your stand mixer fitted with the paddle attachment mix together the cocoa powder, sugar, and vegetable oil on medium speed until combined.
Add in the eggs, vanilla, baking powder, and salt, mixing until smooth, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour until just combined.
Refrigerate dough for at least 2 hours.
Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
Remove the M&M cookie dough from the refrigerator and portion out tablespoon-sized amounts of dough and roll into 16 equal balls.
Remove the chocolate cookie dough from the refrigerator and using a medium-sized cookie scoop, portion out the dough. Divide each portion in half creating 2 small round discs of dough. Place a ball of the M&M dough inside 2 discs of chocolate dough, forming it around the M&M dough, sealing it in, creating balls.
Roll each chocolate cookie dough ball completely in sprinkles.
Place each ball of dough onto the prepared baking sheet, 3- inches apart.
Bake for 9-10 minutes, until the cookies are set.
Allow the cookies to cool on the baking sheet for 5 minutes before transferring them to a wire rack to cool completely.",14,"1/2 cup butter, room temperature",1/2 cup granulated sugar,1 teaspoon vanilla,1 cup all purpose flour,1/4 cup mini M&Ms,Cookies & Cups,https://cookiesandcups.com/cookie-dough-stuffed-chocolate-sprinkle-cookies/, 1/2 cup unsweetened cocoa powder, 3/4 cup granulated sugar, 1/3 cup vegetable oil, 2 eggs, 1 teaspoon vanilla extract,1 teaspoon baking powder, 1/2 teaspoon kosher salt,1 cup all-purpose flour, 1/2 cup rainbow sprinkles (jimmies),NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Double Chocolate Pudding Cookies,Cookies & Cups,"Posted: Aug 29, 2019","Updated: Nov 20, 2022",5,18,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,36 cookies 1x,NA,8,"Preheat oven to 350°F. Line a baking sheet with parchment paper, set aside.
In bowl of stand mixer, fitted with the paddle attachment cream together butter and sugar for 2 minutes on medium speed until light and fluffy. Add in eggs and vanilla and mix until smooth.
Slowly add in dry pudding mix, baking soda, salt and cornstarch. Mix for 1 minutes or until evenly combined, scraping the sides of the bowl as necessary.
Turn the mixer to low and slowly add in flour, stirring until evenly incorporated.
Stir in chocolate chips.
Using a medium (2- tablespoon) cookie scoop drop the dough onto the prepared baking sheet about 2 inches apart.
Bake for 9-10 minutes until tops are just set. Don’t over bake.
Allow to cool on baking sheet for 2 minutes before transferring to a wire rack to cool completely.",11,"1 cup butter, room temperature",1 1/4 cup light brown sugar,2 eggs,2 teaspoons vanilla,1 (4 serving pkg) Instant Chocolate Pudding,Cookies & Cups,https://cookiesandcups.com/soft-double-chocolate-pudding-cookies/,1 teaspoon baking soda,1 tablespoon cornstarch,1 teaspoon kosher salt,2 1/2 cup all purpose flour,1 1/2 cup milk chocolate chips,1 1/2 cups semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smores Stuffed Chocolate Chip Cookies,Shelly,"Posted: Aug 13, 2019","Updated: Jul 16, 2021",5,9,Cookies,NA,NA,20 minutes,9 minutes,NA,29 minutes,24 large cookies 1x,NA,7,"Preheat the oven to 375°F. Line a baking sheet with parchment paper and set aside.
To make smores, cut each marshmallow in half. Break each chocolate bar into 12 pieces (24 pieces total). Break or cut your graham cracker in half, then break them in half again using the perforated lines. Now break each rectangle in half carefully. If they are not exact, this is fine, as they are going inside the cookie! Now form your smores ingredients into 24 miniature smores. Set aside.
To make the cookie dough, mix the butter, brown sugar, and granulated sugar in the bowl of your stand mixer fitted with the paddle attachment on medium speed for 2 minutes. Add in the egg, the egg yolk, vanilla, baking soda, and salt, mixing for 1 minute until combined, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour, mixing until just combined. Stir in the chocolate chips until evenly incorporated.
Using a medium (2- tablespoon) cookie scoop, portion out the dough. Divide the dough scoop into 2 halves. Flatten each into a flat circle. Place a prepared smore on top of one of the circles. Place the other circle on top of the smore and gently wrap the dough around the smore, making sure to seal it inside.
Place the cookie dough balls onto the baking sheet 2- inches apart and bake for 9 minutes, or until the edges are golden brown and the tops are just set.
Remove from the oven and allow the cookies to cool on the baking sheet for 2-3 minutes before transferring to a wire rack to cool completely.",12,12 marshmallows,2 Hershey’s Milk Chocolate Bars,"6 full graham crackers, broken (or cut) into 48 square pieces","1 cup butter, room temperature",1 cup light brown sugar,Cookies & Cups,https://cookiesandcups.com/smores-stuffed-chocolate-chip-cookies/,1/4 cup granulated sugar,"1 egg, plus 1 egg yolk",2 teaspoons vanilla,1 teaspoon baking soda,1 teaspoon kosher salt,2 1/2 cups all purpose flour,2 cups semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cherry Kiss Cookies,Shelly,"Posted: Aug 5, 2019","Updated: Apr 12, 2024",5,2,Cookies,NA,NA,15 minutes,10 minutes,NA,25 minutes,40 cookies 1x,NA,7,"Preheat the oven to 325°F. Line a cookie sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with paddle attachment mix butter and powdered sugar on medium speed until smooth.
Add salt, 1 tablespoon of cherry juice, almond extract, vanilla extract, and 2 drops of pink food coloring. Mix until combined, scraping sides of bowl as necessary.
Turn the mixer to low and add flour, mixing until dough just comes together.
Stir in the chopped cherries.
Using a small (1 1/2 tablespoon) cookie scoop, portion out dough and roll into balls. Place on the prepared cookie sheet 2- inches apart. Bake for 10-12 minutes or until the edges are lightly golden. 
Immediately press the candy kiss into the center of each cookie.",9,"1 cup butter, room temperature",1 cup powdered sugar,1/2 teaspoon kosher salt,"1 (10- ounce) jar maraschino cherries, cherries chopped and juice reserved",1/4 teaspoon almond extract,Cookies & Cups,https://cookiesandcups.com/cherry-kiss-cookies/,1/2 teaspoon vanilla extract,2 few drops pink food coloring,2 1/4 cups all-purpose flour,40 unwrapped Hershey’s Kiss Candies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Stuffed Chocolate Chip Cookies,Shelly,"Posted: Jul 24, 2019","Updated: May 28, 2020",4.7,18,Cookies,NA,NA,30 minutes,8 minutes,NA,38 minutes,24 cookies 1x,NA,10,"In a medium saucepan melt the butter over medium-low heat. Once melted, bring the butter to a boil. Swirling the pan or stirring with a wooden spoon continue to cook the butter until the milk solids begin to brown and the butter becomes an amber color. Remove from the heat and allow to cool while you do the next steps.
Line a large baking sheet with parchment or wax paper. In 2 teaspoon portions, drop scoops of Nutella onto the prepared baking sheet. You will need 24 scoops. Place the baking sheet in the freezer for at least 20 minutes, while you make the cookie dough.
In a large bowl stir together the cooled butter, brown sugar, and granulated sugar with a rubber spatula or wooden spoon until combined. Add in the egg, the yolk, vanilla, baking powder, baking soda, and salt and mix until smooth.
Stir in the flour and then the chocolate chips.
Chill the dough for 15 minutes.
While the dough is chilling preheat the oven to 375°F. Line a baking sheet with parchment paper.
Using a 3- tablespoon sized cookie scoop, scoop out chilled cookie dough. Press a well into the dough and place a frozen scoop of Nutella into the cookie dough and form the dough around the Nutella, encasing it in the dough making a ball.
Place the cookie dough balls onto the prepared baking sheet 3- inches apart. Return the unused Nutella to the freezer while the batches are baking to keep it frozen.
Bake for 8 minutes until the edges are golden.
Remove from the oven and allow the cookies to cool on the baking sheet for 3-4 minutes before transferring them to a wire rack to cool completely.",11,1 cup butter,1 cup Nutella,1 cup light brown sugar,1/2 cup granulated sugar,1 egg + 1 egg yolk,Cookies & Cups,https://cookiesandcups.com/nutella-stuffed-cookies/,2 teaspoons vanilla extract,1 teaspoon baking powder,1 teaspoon baking soda,1 teaspoon kosher salt,2 1/2 cups all purpose flour,1 cup semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butterfinger Cookies,Shelly,"Posted: Jul 12, 2019","Updated: Oct 5, 2022",4.9,12,Cookies,NA,NA,20 minutes,9 minutes,NA,29 minutes,20 cookies 1x,NA,8,"Preheat oven to 350°F. Line a baking sheet with parchment or a silicone liner. Set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix the butter and sugar together for 2 minutes until light and fluffy.
Add in egg, yolk, vanilla baking soda, and salt. Mix until combined, scraping sides as needed.
Turn mixer to low and add in flour. Mix until just combined.
Stir in the chopped Butterfinger. Note – The dough will be thick.
Using a medium (2- tablespoon) cookie scoop, drop dough onto cookie sheet about 2 inches apart.
Bake for 8-9 minutes until edges are lightly golden.
Allow the cookies to cool on baking sheet for 3 minutes and then transfer to a wire rack to cool completely.",8,"3/4 cup butter, room temperature",1 cup granulated sugar,"1 egg, plus 1 yolk",1 teaspoon vanilla,1/2 teaspoon kosher salt,Cookies & Cups,https://cookiesandcups.com/butterfinger-cookies/,3/4 teaspoon baking soda,2 1/4 cups all purpose flour,2 cups chopped Butterfinger (approx 10-12 Snack sized Candy bars),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cake Mix Cookies,Shelly,"Posted: Jul 8, 2019","Updated: Jul 25, 2023",4.7,108,Cookies,NA,NA,5 minutes,10 minutes,NA,15 minutes,24 1x,NA,5,"Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
In a large bowl mix together cake mix, eggs, and oil until smooth. Alternately you can do this step in the bowl of your stand mixer with the paddle attachment, mixing ingredients on low until combined.
Mix in desired add-ins until evenly incorporated.
Using a medium (2- tablespoon) cookie scoop portion the dough onto the prepared cookie sheet 2- inches apart. Bake for 9-10 minutes, or until lightly golden at the edges.
Allow the cookies to cool on the baking sheet for 3-4 minutes before transferring to a wire rack.",4,1 (18.25 – ounce) box cake mix,2 eggs,1/2 cup vegetable oil,1 cup add-ins like chocolate chips or M&M’s (if adding in sprinkles use 1/2 cup),NA,Cookies & Cups,https://cookiesandcups.com/cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Edible Cookie Dough,Shelly,"Posted: Jun 24, 2019","Updated: Apr 1, 2022",5,2,Cookies,NA,NA,25 minutes,0 minutes,NA,25 minutes,serves 6,NA,6,"In a small saucepan over medium heat melt the butter. Once it’s melted continue to cook the butter, swirling the pan constantly. The butter will begin to boil and foam. Continue cooking until it becomes amber in color. Remove it from the heat and allow it to cool at least 20 minutes.
While the butter is cooling place the flour in a large microwave safe bowl. Heat the flour in 30 second intervals, whisking after each, until a thermometer inserted in the flour reaches 160°F. Allow the flour to cool completely, while the butter cools.
When the butter and flour have cooled whisk in the brown sugar and granulated sugar into the flour until evenly mixed.
Using a rubber spatula or wooden spoon stir in the cooled butter and vanilla extract until combined. Add in the milk and mix to combine.
Stir in the chocolate chips.
Chill for later or eat immediately!",7,1/2 cup salted butter,1 cup all purpose flour,1/2 cup light brown sugar,2 tablespoons granulated sugar,1 teaspoon vanilla extract,Cookies & Cups,https://cookiesandcups.com/edible-cookie-dough/,2 tablespoons milk,1/2 cup mini semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter and Jelly Cookies,Shelly,"Posted: May 31, 2019","Updated: Jan 3, 2021",4.3,23,Cookies,NA,NA,20 minutes,12 minutes,NA,32 minutes,15 large cookies 1x,NA,10,"Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
Reserve 1 cup of peanut butter for the cookie dough. Set aside.
Line a plate with wax or parchment paper. With the remaining 1/4 cup peanut butter, scoop out 3/4 teaspoon portions and place them onto the prepared plate. You will need 15 small “dollops” of peanut butter. They don’t need to be exact. Place the plate in the freezer while you prepare the cookie dough.
In the bowl of your stand mixer fitted with the paddle attachment mix together 1 cup of peanut butter and the butter until smooth. Add in both types of sugars and mix for 2 minutes on medium speed.
Add the egg, vanilla, baking soda, and salt and mix for 30 seconds, until combined, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour, mixing until just incorporated. Stir in the peanut butter chips.
Using a large cookie scoop (3 1/2 tablespoons) portion out the dough. Remove the plate with the peanut butter dollops. Make a large well in the cookie dough. Scoop out 3/4 teaspoon of the strawberry preserves and place this into the well of the cookie dough. Top this with one of the frozen peanut butter dollops. Form the dough into a ball carefully around the peanut butter and jelly, doing your best to seal it in. Repeat the process with remaining dough, peanut butter and jelly. If working in batches, place the peanut butter scoops back into the freezer to remain firm.
Place the dough onto the prepared baking sheet 2- inches apart. Bake for 12 minutes, or until the edges are lightly golden and the tops start to crack.
Remove the cookies from the oven and press additional peanut butter chips onto the tops as a garnish, if desired.
Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.",11,"1 cup creamy peanut butter, plus 1/4 cup, divided","1/2 cup butter, room temperature",1/4 cup granulated sugar,3/4 cup light brown sugar,1 large egg,Cookies & Cups,https://cookiesandcups.com/peanut-butter-and-jelly-cookies/,2 teaspoons vanilla extract,1 teaspoon baking soda,1/4 teaspoon kosher salt,1 1/2 cups all-purpose flour,"1/2 cup peanut butter chips, plus 1/4 more for optional garnish",1/4 cup strawberry preserves or jelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
